nazwa_zmiennej;kraj;wojewodztwo;przedmiot;plec;typ_informacji_z_jednostka_miary;rok;wartosc;flaga;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język hiszpański;dziewczęta;relacja [%];2023;99;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język hiszpański;chłopcy;relacja [%];2023;90;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język włoski;ogółem;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język włoski;dziewczęta;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podkarpackie;Język włoski;chłopcy;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język polski;ogółem;relacja [%];2023;63;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język polski;dziewczęta;relacja [%];2023;67;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język polski;chłopcy;relacja [%];2023;58;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Matematyka;ogółem;relacja [%];2023;54;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Matematyka;dziewczęta;relacja [%];2023;54;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Matematyka;chłopcy;relacja [%];2023;53;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język angielski;ogółem;relacja [%];2023;65;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język angielski;dziewczęta;relacja [%];2023;68;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język angielski;chłopcy;relacja [%];2023;63;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język niemiecki;ogółem;relacja [%];2023;89;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język niemiecki;dziewczęta;relacja [%];2023;91;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język niemiecki;chłopcy;relacja [%];2023;86;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język rosyjski;ogółem;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język rosyjski;dziewczęta;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język rosyjski;chłopcy;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język francuski;ogółem;relacja [%];2023;63;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język francuski;dziewczęta;relacja [%];2023;68;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język francuski;chłopcy;relacja [%];2023;47;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język hiszpański;ogółem;relacja [%];2023;69;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język hiszpański;dziewczęta;relacja [%];2023;72;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język hiszpański;chłopcy;relacja [%];2023;64;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język włoski;ogółem;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język włoski;dziewczęta;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Podlaskie;Język włoski;chłopcy;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język polski;ogółem;relacja [%];2023;67;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język polski;dziewczęta;relacja [%];2023;71;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język polski;chłopcy;relacja [%];2023;63;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Matematyka;ogółem;relacja [%];2023;52;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Matematyka;dziewczęta;relacja [%];2023;51;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Matematyka;chłopcy;relacja [%];2023;53;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język angielski;ogółem;relacja [%];2023;66;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język angielski;dziewczęta;relacja [%];2023;67;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język angielski;chłopcy;relacja [%];2023;64;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język niemiecki;ogółem;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język niemiecki;dziewczęta;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język niemiecki;chłopcy;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język rosyjski;ogółem;relacja [%];2023;89;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język rosyjski;dziewczęta;relacja [%];2023;89;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język rosyjski;chłopcy;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język francuski;ogółem;relacja [%];2023;56;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język francuski;dziewczęta;relacja [%];2023;58;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język francuski;chłopcy;relacja [%];2023;54;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język hiszpański;ogółem;relacja [%];2023;85;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język hiszpański;dziewczęta;relacja [%];2023;85;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język hiszpański;chłopcy;relacja [%];2023;84;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język włoski;ogółem;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język włoski;dziewczęta;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Pomorskie;Język włoski;chłopcy;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język polski;ogółem;relacja [%];2023;65;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język polski;dziewczęta;relacja [%];2023;69;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język polski;chłopcy;relacja [%];2023;61;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Matematyka;ogółem;relacja [%];2023;52;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Matematyka;dziewczęta;relacja [%];2023;51;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Matematyka;chłopcy;relacja [%];2023;52;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język angielski;ogółem;relacja [%];2023;66;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język angielski;dziewczęta;relacja [%];2023;67;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język angielski;chłopcy;relacja [%];2023;64;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język niemiecki;ogółem;relacja [%];2023;63;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język niemiecki;dziewczęta;relacja [%];2023;63;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język niemiecki;chłopcy;relacja [%];2023;55;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język rosyjski;ogółem;relacja [%];2023;80;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język rosyjski;dziewczęta;relacja [%];2023;76;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język rosyjski;chłopcy;relacja [%];2023;85;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język francuski;ogółem;relacja [%];2023;57;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język francuski;dziewczęta;relacja [%];2023;57;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język francuski;chłopcy;relacja [%];2023;57;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język hiszpański;ogółem;relacja [%];2023;82;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język hiszpański;dziewczęta;relacja [%];2023;85;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język hiszpański;chłopcy;relacja [%];2023;79;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język włoski;ogółem;relacja [%];2023;82;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język włoski;dziewczęta;relacja [%];2023;82;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Śląskie;Język włoski;chłopcy;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język polski;ogółem;relacja [%];2023;65;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język polski;dziewczęta;relacja [%];2023;69;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język polski;chłopcy;relacja [%];2023;60;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Matematyka;ogółem;relacja [%];2023;53;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Matematyka;dziewczęta;relacja [%];2023;54;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Matematyka;chłopcy;relacja [%];2023;53;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język angielski;ogółem;relacja [%];2023;64;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język angielski;dziewczęta;relacja [%];2023;66;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język angielski;chłopcy;relacja [%];2023;63;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język niemiecki;ogółem;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język niemiecki;dziewczęta;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język niemiecki;chłopcy;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język rosyjski;ogółem;relacja [%];2023;13;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język rosyjski;dziewczęta;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język rosyjski;chłopcy;relacja [%];2023;13;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język francuski;ogółem;relacja [%];2023;61;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język francuski;dziewczęta;relacja [%];2023;62;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język francuski;chłopcy;relacja [%];2023;58;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język hiszpański;ogółem;relacja [%];2023;65;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język hiszpański;dziewczęta;relacja [%];2023;74;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język hiszpański;chłopcy;relacja [%];2023;55;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język włoski;ogółem;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język włoski;dziewczęta;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Świętokrzyskie;Język włoski;chłopcy;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język polski;ogółem;relacja [%];2023;62;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język polski;dziewczęta;relacja [%];2023;67;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język polski;chłopcy;relacja [%];2023;58;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Matematyka;ogółem;relacja [%];2023;48;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Matematyka;dziewczęta;relacja [%];2023;48;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Matematyka;chłopcy;relacja [%];2023;49;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język angielski;ogółem;relacja [%];2023;62;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język angielski;dziewczęta;relacja [%];2023;63;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język angielski;chłopcy;relacja [%];2023;60;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język niemiecki;ogółem;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język niemiecki;dziewczęta;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język niemiecki;chłopcy;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język rosyjski;ogółem;relacja [%];2023;18;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język rosyjski;dziewczęta;relacja [%];2023;18;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język rosyjski;chłopcy;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język francuski;ogółem;relacja [%];2023;52;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język francuski;dziewczęta;relacja [%];2023;56;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język francuski;chłopcy;relacja [%];2023;47;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język hiszpański;ogółem;relacja [%];2023;67;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język hiszpański;dziewczęta;relacja [%];2023;66;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język hiszpański;chłopcy;relacja [%];2023;67;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język włoski;ogółem;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język włoski;dziewczęta;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Warmińsko-mazurskie;Język włoski;chłopcy;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język polski;ogółem;relacja [%];2023;63;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język polski;dziewczęta;relacja [%];2023;68;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język polski;chłopcy;relacja [%];2023;59;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Matematyka;ogółem;relacja [%];2023;51;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Matematyka;dziewczęta;relacja [%];2023;50;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Matematyka;chłopcy;relacja [%];2023;51;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język angielski;ogółem;relacja [%];2023;63;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język angielski;dziewczęta;relacja [%];2023;64;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język angielski;chłopcy;relacja [%];2023;61;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język niemiecki;ogółem;relacja [%];2023;60;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język niemiecki;dziewczęta;relacja [%];2023;60;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język niemiecki;chłopcy;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język rosyjski;ogółem;relacja [%];2023;63;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język rosyjski;dziewczęta;relacja [%];2023;58;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język rosyjski;chłopcy;relacja [%];2023;70;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język francuski;ogółem;relacja [%];2023;46;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język francuski;dziewczęta;relacja [%];2023;50;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język francuski;chłopcy;relacja [%];2023;42;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język hiszpański;ogółem;relacja [%];2023;87;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język hiszpański;dziewczęta;relacja [%];2023;89;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język hiszpański;chłopcy;relacja [%];2023;86;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język włoski;ogółem;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język włoski;dziewczęta;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Wielkopolskie;Język włoski;chłopcy;relacja [%];2023;0;(–);;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Zachodniopomorskie;Język polski;ogółem;relacja [%];2023;61;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Zachodniopomorskie;Język polski;dziewczęta;relacja [%];2023;65;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Zachodniopomorskie;Język polski;chłopcy;relacja [%];2023;57;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Zachodniopomorskie;Matematyka;ogółem;relacja [%];2023;49;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Zachodniopomorskie;Matematyka;dziewczęta;relacja [%];2023;48;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Zachodniopomorskie;Matematyka;chłopcy;relacja [%];2023;50;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Zachodniopomorskie;Język angielski;ogółem;relacja [%];2023;64;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Zachodniopomorskie;Język angielski;dziewczęta;relacja [%];2023;65;;;;;;;;;;;;;;;;;;;;
Średnie wyniki uczniów na egzaminie ósmoklasisty;Polska;Zachodniopomorskie;Język angielski;chłopcy;relacja [%];2023;63;;;;;;;;;;;;;;;;;;;;
