ID OKE;województwo - nazwa;powiat - nazwa;Gmina - nazwa;Typ gminy;Kod teryt gminy;RSPO;rodzaj placówki;czy publiczna;Nazwa szkoły;Miejscowość;Ulica nr;język polski_liczba zdających;język polski_wynik średni (%);język polski_odchylenie standardowe (%);język polski_mediana (%);język polski_modalna (%);matematyka_liczba zdających;matematyka_wynik średni (%);matematyka_odchylenie standardowe (%);matematyka_mediana (%);matematyka_modalna (%);język angielski_liczba zdających;język angielski_wynik średni (%);język angielski_odchylenie standardowe (%);język angielski_mediana (%);język angielski_modalna (%);język francuski_liczba zdających;język francuski_wynik średni (%);język francuski_odchylenie standardowe (%);język francuski_mediana (%);język francuski_modalna (%);język hiszpański_liczba zdających;język hiszpański_wynik średni (%);język hiszpański_odchylenie standardowe (%);język hiszpański_mediana (%);język hiszpański_modalna (%);język niemiecki_liczba zdających;język niemiecki_wynik średni (%);język niemiecki_odchylenie standardowe (%);język niemiecki_mediana (%);język niemiecki_modalna (%);język rosyjski_liczba zdających;język rosyjski_wynik średni (%);język rosyjski_odchylenie standardowe (%);język rosyjski_mediana (%);język rosyjski_modalna (%);język włoski_liczba zdających;język włoski_wynik średni (%);język włoski_odchylenie standardowe (%);język włoski_mediana (%);modalna (%)
1;Pomorskie;Gdynia;Gdynia;Gmina miejska;2262011;4221;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 39 IM. KPT Ż. W. KAZIMIERZA JURKIEWICZA;Gdynia;ul. adm. J. Unruga 88;71.0;59.0;16.0;62.0;44.0;71.0;50.0;26.0;44.0;28.0;71.0;69.0;26.0;75.0;98.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdynia;Gdynia;Gmina miejska;2262011;42897;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 40 IM. KPT. Ż. W. K. O. BORCHARDTA W GDYNI;Gdynia;ul. Rozewska 33;97.0;64.0;17.0;67.0;67.0;97.0;50.0;25.0;48.0;68.0;103.0;69.0;29.0;80.0;98.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdynia;Gdynia;Gmina miejska;2262011;90298;dla młodzieży;Nie;AMERYKAŃSKA SZKOŁA PODSTAWOWA Z WYKŁADOWYM JĘZYKIEM ANGIELSKIM;Gdynia;ul. Łowicka 41;16.0;79.0;11.0;80.0;73.0;16.0;86.0;12.0;88.0;80.0;16.0;100.0;1.0;100.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdynia;Gdynia;Gmina miejska;2262011;90963;dla młodzieży;Nie;GDYŃSKA SZKOŁA SPOŁECZNA;Gdynia;ul. Wolności 25;10.0;73.0;15.0;76.0;87.0;10.0;56.0;27.0;52.0;100.0;10.0;78.0;26.0;96.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdynia;Gdynia;Gmina miejska;2262011;6970;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 11 IM. BOHATERÓW ZAŁOGI ORP GROM;Gdynia;ul. Wrocławska 52;16.0;58.0;20.0;61.0;60.0;16.0;49.0;26.0;52.0;68.0;16.0;66.0;30.0;79.0;31.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdynia;Gdynia;Gmina miejska;2262011;10829;dla młodzieży;Nie;"PRYWATNA SZKOŁA PODSTAWOWA ""LIBER""";Gdynia;ul. Stefana Żeromskiego 26;13.0;73.0;10.0;76.0;73.0;13.0;66.0;32.0;80.0;92.0;13.0;92.0;15.0;98.0;98.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdynia;Gdynia;Gmina miejska;2262011;6783;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 42 IM. KRÓLOWEJ JADWIGI;Gdynia;ul. Leopolda Staffa 10;45.0;68.0;15.0;69.0;67.0;45.0;60.0;26.0;64.0;20.0;48.0;86.0;18.0;93.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdynia;Gdynia;Gmina miejska;2262011;35190;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 43 IM. WICEADMIRAŁA KAZIMIERZA PORĘBSKIEGO;Gdynia;ul. Wiceadmirała Kazimierza Porębskiego 21;58.0;59.0;19.0;61.0;47.0;58.0;33.0;20.0;28.0;28.0;60.0;62.0;29.0;66.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdynia;Gdynia;Gmina miejska;2262011;7580;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 44 IM. OBROŃCÓW WYBRZEŻA;Gdynia;ul. mjr. Henryka Sucharskiego 10;47.0;60.0;18.0;62.0;47.0;47.0;49.0;24.0;48.0;24.0;48.0;78.0;25.0;88.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdynia;Gdynia;Gmina miejska;2262011;21126;dla młodzieży;Tak;SPORTOWA SZKOŁA PODSTAWOWA NR 14 IM. JÓZEFA WYBICKIEGO;Gdynia;ul. Władysława IV 54;36.0;62.0;14.0;61.0;53.0;36.0;53.0;22.0;56.0;64.0;36.0;75.0;20.0;81.0;98.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdynia;Gdynia;Gmina miejska;2262011;7669;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 46;Gdynia;ul. Chwaszczyńska 26;66.0;70.0;17.0;72.0;71.0;66.0;59.0;27.0;58.0;16.0;65.0;85.0;21.0;93.0;100.0;;;;;;;;;;;2.0;;;;;;;;;;;;;;
1;Pomorskie;Gdynia;Gdynia;Gmina miejska;2262011;11470;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 48 IM. PROFESORA KAZIMIERZA DEMELA;Gdynia;ul. Jowisza 60;67.0;63.0;18.0;64.0;64.0;67.0;57.0;28.0;60.0;64.0;67.0;85.0;20.0;95.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdynia;Gdynia;Gmina miejska;2262011;5959;dla młodzieży;Nie;PIERWSZA SZKOŁA SPOŁECZNA PODSTAWOWA IM.DZIECI ZJEDNOCZONEJ EUROPY;Gdynia;ul. Strażacka 15;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdynia;Gdynia;Gmina miejska;2262011;62306;dla młodzieży;Tak;KATOLICKA SZKOŁA PODSTAWOWA IM ŚW. RODZINY W GDYNI;Gdynia;ul. Kazimierza Tetmajera 65;24.0;82.0;10.0;84.0;84.0;24.0;72.0;22.0;74.0;100.0;24.0;90.0;14.0;96.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdynia;Gdynia;Gmina miejska;2262011;4282;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 29 IM. STEFANA ŻEROMSKIEGO;Gdynia;ul. Piotra Ściegiennego 8;28.0;66.0;13.0;71.0;71.0;28.0;48.0;25.0;46.0;56.0;27.0;71.0;26.0;84.0;87.0;;;;;;;;;;;1.0;;;;;;;;;;;;;;
1;Pomorskie;Gdynia;Gdynia;Gmina miejska;2262011;7747;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 47 IM FRANCISZKI CEGIELSKIEJ;Gdynia;ul. Nagietkowa 73;129.0;65.0;18.0;64.0;53.0;129.0;57.0;27.0;56.0;24.0;130.0;84.0;23.0;96.0;98.0;;;;;;;;;;;2.0;;;;;;;;;;;;;;
1;Pomorskie;Gdynia;Gdynia;Gmina miejska;2262011;133486;dla młodzieży;Nie;SZKOŁA PODSTAWOWA JEZUITÓW Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. ŚW. STANISŁAWA KOSTKI W GDYNI;Gdynia;ul. Tatrzańska 35;21.0;77.0;13.0;78.0;73.0;20.0;74.0;22.0;80.0;84.0;20.0;95.0;8.0;98.0;98.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdynia;Gdynia;Gmina miejska;2262011;196351;dla dorosłych;Tak;SZKOŁA PODSTAWOWA DLA DOROSŁYCH W GDYNI;Gdynia;ul. Raduńska 21;8.0;;;;;8.0;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdynia;Gdynia;Gmina miejska;2262011;263021;dla młodzieży;Tak;KATOLICKA SZKOŁA PODSTAWOWA IM. ŚW. JANA PAWŁA II W GDYNI;Gdynia;pl. św. Andrzeja 2;34.0;73.0;13.0;75.0;64.0;34.0;79.0;16.0;80.0;96.0;34.0;91.0;12.0;97.0;98.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Chmielno;Gmina wiejska;2205012;90609;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. MJRA HENRYKA SUCHARSKIEGO W CHMIELNIE;Chmielno;ul. Bernarda Grzędzickiego 28;32.0;60.0;13.0;61.0;67.0;32.0;38.0;19.0;32.0;28.0;32.0;56.0;28.0;51.0;51.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Chmielno;Gmina wiejska;2205012;56558;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IMIENIA FRANCISZKA TREDERA W BORZESTOWIE;Borzestowo;182;14.0;64.0;14.0;63.0;42.0;15.0;44.0;21.0;44.0;36.0;15.0;49.0;24.0;42.0;29.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Chmielno;Gmina wiejska;2205012;86716;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W KOŻYCZKOWIE;Kożyczkowo;80;19.0;51.0;21.0;53.0;22.0;19.0;40.0;24.0;28.0;28.0;19.0;44.0;28.0;35.0;22.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Chmielno;Gmina wiejska;2205012;74118;dla młodzieży;Tak;"SZKOŁA PODSTAWOWA IM. TAJNEJ ORGANIZACJI WOJSKOWEJ ""GRYF POMORSKI"" W MIECHUCINIE";Miechucino;ul. Szkolna 1;30.0;54.0;16.0;58.0;58.0;30.0;49.0;24.0;44.0;36.0;30.0;51.0;25.0;43.0;29.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Kartuzy;Miasto;2205024;40798;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 1 IM. ŚW. KAZIMIERZA W KARTUZACH;Kartuzy;ul. 3 Maja 14;73.0;65.0;17.0;69.0;69.0;73.0;55.0;28.0;56.0;28.0;72.0;72.0;27.0;83.0;100.0;;;;;;;;;;;1.0;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Kartuzy;Miasto;2205024;70777;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 2 IM. MIKOŁAJA KOPERNIKA W KARTUZACH;Kartuzy;ul. Wzgórze Wolności 1;40.0;60.0;17.0;62.0;62.0;40.0;41.0;21.0;40.0;24.0;40.0;63.0;29.0;64.0;95.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Kartuzy;Obszar wiejski;2205025;70778;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. LEONA KĄKOLA W GRZYBNIE;Grzybno;ul. Szkolna 12;16.0;55.0;14.0;52.0;51.0;16.0;47.0;20.0;52.0;52.0;16.0;55.0;31.0;44.0;18.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Kartuzy;Obszar wiejski;2205025;70781;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W ŁAPALICACH;Łapalice;ul. Szkolna 2;14.0;56.0;21.0;60.0;29.0;14.0;37.0;16.0;38.0;36.0;14.0;50.0;28.0;39.0;18.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Kartuzy;Miasto;2205024;108995;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 5 IM. ALEKSANDRA MAJKOWSKIEGO W KARTUZACH;Kartuzy;os. gen. Józefa Wybickiego 33;92.0;57.0;18.0;55.0;40.0;92.0;43.0;24.0;40.0;20.0;92.0;65.0;29.0;72.0;93.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Kartuzy;Miasto;2205024;119755;dla młodzieży;Tak;MŁODZIEŻOWY OŚRODEK SOCJOTERAPII W KARTUZACH, SZKOŁA PODSTAWOWA NR 6 SPECJALNA W KARTUZACH;Kartuzy;ul. 3 Maja 34;23.0;38.0;15.0;36.0;29.0;23.0;20.0;10.0;20.0;20.0;23.0;38.0;27.0;33.0;13.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Kartuzy;Obszar wiejski;2205025;83462;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. GEN. JÓZEFA WYBICKIEGO W STANISZEWIE;Staniszewo;ul. Kartuska 3;22.0;54.0;11.0;49.0;49.0;22.0;39.0;21.0;32.0;28.0;22.0;48.0;26.0;41.0;15.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Kartuzy;Obszar wiejski;2205025;104918;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. PARTYZANTÓW GRYFA POMORSKIEGO W KIEŁPINIE;Kiełpino;ul. Szkolna 29;65.0;51.0;18.0;51.0;49.0;65.0;36.0;21.0;32.0;32.0;65.0;55.0;28.0;53.0;24.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Kartuzy;Obszar wiejski;2205025;83461;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. KS. JANA TKACZYKA W BRODNICY GÓRNEJ;Brodnica Górna;ul. Chmieleńska 1;37.0;52.0;15.0;53.0;47.0;37.0;39.0;18.0;36.0;24.0;37.0;47.0;25.0;40.0;40.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Kartuzy;Obszar wiejski;2205025;70780;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W PROKOWIE;Prokowo;ul. Szkolna 1;6.0;;;;;6.0;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Kartuzy;Obszar wiejski;2205025;70773;dla młodzieży;Tak;PUBLICZNA SZKOŁA PODSTAWOWA W POMIECZYŃSKIEJ HUCIE;Pomieczyńska Huta;18;9.0;;;;;9.0;;;;;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Kartuzy;Obszar wiejski;2205025;104917;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. HENRYKA SIENKIEWICZA W DZIERŻĄŻNIE;Dzierżążno;ul. Edukacji Narodowej 4A;26.0;62.0;15.0;60.0;53.0;26.0;45.0;20.0;44.0;44.0;26.0;60.0;25.0;58.0;24.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Kartuzy;Obszar wiejski;2205025;70782;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W MIRACHOWIE;Mirachowo;ul. Szkolna 2;10.0;60.0;14.0;61.0;;10.0;44.0;23.0;44.0;44.0;10.0;38.0;27.0;26.0;11.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Kartuzy;Obszar wiejski;2205025;70779;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W KOLONI;Kolonia;101;10.0;62.0;15.0;60.0;;10.0;53.0;30.0;50.0;76.0;10.0;63.0;30.0;75.0;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Kartuzy;Miasto;2205024;263163;dla młodzieży;Nie;KATOLICKA SZKOŁA PODSTAWOWA IM. ŚW. JANA PAWŁA II;Kartuzy;rynek  Rynek 6;20.0;77.0;12.0;80.0;80.0;20.0;73.0;19.0;76.0;76.0;20.0;87.0;21.0;96.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Przodkowo;Gmina wiejska;2205032;80232;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W CZECZEWIE;Czeczewo;ul. Gdańska 8;21.0;52.0;19.0;51.0;47.0;21.0;37.0;21.0;32.0;20.0;21.0;54.0;30.0;51.0;16.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Przodkowo;Gmina wiejska;2205032;80229;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. KS. BRONISŁAWA SZYMICHOWSKIEGO W POMIECZYNIE;Pomieczyno;ul. Kartuska 14;19.0;52.0;14.0;53.0;56.0;19.0;40.0;21.0;36.0;24.0;19.0;53.0;29.0;40.0;31.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Przodkowo;Gmina wiejska;2205032;53128;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W SZARŁACIE;Szarłata;ul. Wspólna 32;6.0;;;;;6.0;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Przodkowo;Gmina wiejska;2205032;69913;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W WILANOWIE;Wilanowo;ul. Górna 2;8.0;;;;;8.0;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Przodkowo;Gmina wiejska;2205032;80228;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W PRZODKOWIE;Przodkowo;ul. Sportowa 12;48.0;50.0;16.0;49.0;44.0;48.0;40.0;20.0;38.0;20.0;48.0;58.0;31.0;54.0;18.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Sierakowice;Gmina wiejska;2205042;26989;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W GOWIDLINIE;Gowidlino;ul. Prymasa Wyszyńskiego 5;31.0;59.0;16.0;60.0;51.0;31.0;48.0;26.0;44.0;44.0;31.0;56.0;30.0;42.0;24.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Sierakowice;Gmina wiejska;2205042;26996;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W KAMIENICY KRÓLEWSKIEJ;Kamienica Królewska;ul. Szkolna 19;12.0;59.0;15.0;63.0;67.0;12.0;43.0;12.0;44.0;52.0;12.0;58.0;28.0;52.0;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Sierakowice;Gmina wiejska;2205042;43659;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 1 IM. FLORIANA CEYNOWY W SIERAKOWICACH;Sierakowice;ul. Kubusia Puchatka 7;60.0;53.0;18.0;53.0;60.0;60.0;43.0;24.0;40.0;16.0;60.0;57.0;26.0;55.0;47.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Sierakowice;Gmina wiejska;2205042;43660;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. KS. ANASTAZEGO SADOWSKIEGO W LISICH JAMACH;Lisie Jamy;60B;13.0;56.0;11.0;58.0;53.0;13.0;35.0;14.0;36.0;28.0;13.0;38.0;15.0;31.0;22.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Sierakowice;Gmina wiejska;2205042;26993;dla młodzieży;Nie;ZESPÓŁ SZKOLNO-PRZEDSZKOLNY MAŁA SZKOŁA W SZOPIE;Szopa;8;12.0;59.0;13.0;60.0;73.0;12.0;46.0;22.0;46.0;24.0;12.0;62.0;29.0;69.0;95.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Sierakowice;Gmina wiejska;2205042;43656;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W MOJUSZU;Mojusz;23;6.0;;;;;6.0;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Sierakowice;Gmina wiejska;2205042;43644;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W JELONKU;Jelonko;5;11.0;60.0;12.0;58.0;53.0;11.0;42.0;20.0;40.0;12.0;11.0;45.0;28.0;35.0;27.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Sierakowice;Gmina wiejska;2205042;26991;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W TUCHLINIE;Tuchlino;16B;12.0;40.0;10.0;40.0;27.0;12.0;32.0;19.0;24.0;24.0;12.0;29.0;16.0;23.0;18.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Sierakowice;Gmina wiejska;2205042;43662;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. KS. BERNARDA SYCHTY W PUZDROWIE;Puzdrowo;32;10.0;44.0;26.0;49.0;71.0;10.0;32.0;19.0;30.0;32.0;10.0;39.0;22.0;32.0;20.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Sierakowice;Gmina wiejska;2205042;43655;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W ŁYŚNIEWIE SIERAKOWICKIM;Łyśniewo Sierakowickie;17;8.0;;;;;8.0;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Sierakowice;Gmina wiejska;2205042;43657;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. RODZIMYCH BOHATERÓW II WOJNY ŚWIATOWEJ W ZAŁAKOWIE;Załakowo;6;15.0;54.0;18.0;53.0;51.0;15.0;45.0;23.0;48.0;16.0;15.0;51.0;30.0;45.0;25.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Sierakowice;Gmina wiejska;2205042;133991;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 2 IM. JÓZEFA PIŁSUDSKIEGO W SIERAKOWICACH;Sierakowice;ul. Spacerowa 14;47.0;54.0;18.0;56.0;56.0;47.0;42.0;23.0;40.0;28.0;47.0;63.0;29.0;64.0;98.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Somonino;Gmina wiejska;2205052;121955;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO W SOMONINIE;Somonino;ul. Osiedlowa 17;37.0;62.0;15.0;62.0;82.0;37.0;52.0;26.0;48.0;16.0;37.0;63.0;28.0;67.0;93.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Somonino;Gmina wiejska;2205052;121957;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. ZIEMI KASZUBSKIEJ W GORĘCZYNIE;Goręczyno;ul. Szkolna 7;33.0;46.0;22.0;42.0;33.0;33.0;34.0;22.0;28.0;20.0;33.0;58.0;31.0;69.0;93.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Somonino;Gmina wiejska;2205052;48700;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. KAWALERÓW ORDERU UŚMIECHU W BORCZU;Borcz;ul. Kościerska 34;11.0;53.0;15.0;58.0;71.0;11.0;38.0;20.0;40.0;44.0;11.0;47.0;26.0;35.0;29.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Somonino;Gmina wiejska;2205052;48749;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. ŚW. FRANCISZKA Z ASYŻU W EGIERTOWIE;Egiertowo;ul. Kartuska 1;31.0;55.0;15.0;56.0;38.0;31.0;49.0;21.0;48.0;56.0;31.0;43.0;21.0;35.0;25.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Stężyca;Gmina wiejska;2205062;107630;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. EUGENIUSZA KWIATKOWSKIEGO W STĘŻYCY;Stężyca;ul. Abrahama 2;64.0;56.0;15.0;58.0;58.0;64.0;44.0;25.0;38.0;16.0;62.0;61.0;29.0;58.0;96.0;;;;;;;;;;;3.0;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Stężyca;Gmina wiejska;2205062;108811;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. ALEKSANDRA MAJKOWSKIEGO W KLUKOWEJ HUCIE;Klukowa Huta;ul. Józefa Wybickiego 6;31.0;51.0;18.0;53.0;47.0;31.0;43.0;22.0;36.0;32.0;31.0;43.0;18.0;42.0;42.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Stężyca;Gmina wiejska;2205062;108945;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W GOŁUBIU;Gołubie;ul. Sambora II 17;23.0;47.0;18.0;49.0;49.0;23.0;37.0;22.0;32.0;16.0;22.0;50.0;28.0;48.0;16.0;;;;;;;;;;;1.0;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Stężyca;Gmina wiejska;2205062;108799;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. KS. ANTONIEGO PEPLIŃSKIEGO W KAMIENICY SZLACHECKIEJ;Kamienica Szlachecka;ul. Długa 13;40.0;54.0;17.0;55.0;51.0;40.0;36.0;20.0;30.0;28.0;40.0;46.0;28.0;35.0;15.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Stężyca;Gmina wiejska;2205062;107669;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. JULIUSZA KRAZIEWICZA W SZYMBARKU;Szymbark;ul. Szkolna 1;54.0;63.0;17.0;64.0;60.0;54.0;49.0;23.0;50.0;64.0;54.0;62.0;27.0;66.0;73.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Sulęczyno;Gmina wiejska;2205072;68588;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. ANTONIEGO ABRAHAMA W SULĘCZYNIE;Sulęczyno;ul. Szkolna 2;29.0;57.0;20.0;58.0;73.0;29.0;51.0;24.0;52.0;32.0;29.0;62.0;32.0;60.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Sulęczyno;Gmina wiejska;2205072;68587;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W MŚCISZEWICACH;Mściszewice;19;18.0;55.0;15.0;60.0;60.0;18.0;36.0;18.0;32.0;32.0;18.0;56.0;25.0;56.0;24.0;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Sulęczyno;Gmina wiejska;2205072;55704;dla młodzieży;Tak;SZKOŁA PODSTAWOWA;Borek;73;7.0;;;;;7.0;;;;;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Sulęczyno;Gmina wiejska;2205072;55703;dla młodzieży;Tak;SZKOŁA PODSTAWOWA;Węsiory;ul. Kartuska 1;11.0;66.0;14.0;69.0;80.0;11.0;47.0;20.0;52.0;12.0;11.0;68.0;26.0;78.0;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Sulęczyno;Gmina wiejska;2205072;55705;dla młodzieży;Tak;SZKOŁA PODSTAWOWA;Podjazy;16;8.0;;;;;8.0;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Kartuski;Żukowo;Obszar wiejski;2205085;59829;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. ADAMA MICKIEWICZA;Chwaszczyno;ul. Adama Mickiewicza 16;75.0;67.0;17.0;71.0;76.0;75.0;57.0;27.0;60.0;64.0;75.0;76.0;24.0;80.0;98.0;;;;;;;;;;;;;;;;;;;;;;;;;
