ID OKE;województwo - nazwa;powiat - nazwa;Gmina - nazwa;Typ gminy;Kod teryt gminy;RSPO;rodzaj placówki;czy publiczna;Nazwa szkoły;Miejscowość;Ulica nr;liczba zdających;wynik średni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdających;wynik średni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdających;wynik średni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdających;wynik średni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdających;wynik średni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdających;wynik średni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdających;wynik średni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdających;wynik średni (%);odchylenie standardowe (%);mediana (%);modalna (%)
2;Śląskie;Lubliniecki;Koszęcin;Gmina wiejska;2407062;92608;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM.JULIUSZA LIGONIA W STRZEBINIU;Strzebiń;ul. Lompy 9;12;62;13;63;62;2;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Lubliniecki;Koszęcin;Gmina wiejska;2407062;115091;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W RUSINOWICACH;Rusinowice;ul. 1 Maja 29;16;68;16;70;69;16;38;20;34;16;15;48;27;42;11;;;;;;;;;;;1;;;;;;;;;;;;;;
2;Śląskie;Lubliniecki;Koszęcin;Gmina wiejska;2407062;92659;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM.74 GÓRNOŚLĄSKIEGO PUŁKU PIECHOTY W SADOWIE;Sadów;ul. Powstańców Śląskich 72;15;59;17;62;58;15;53;26;56;92;15;70;26;76;33;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Lubliniecki;Lubliniec;Gmina miejska;2407011;19323;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 1 IM. MARII KONOPNICKIEJ W LUBLIŃCU;Lubliniec;ul. Sądowa 9;65;68;17;71;87;65;45;24;40;20;64;72;27;85;100;;;;;;;;;;;1;;;;;;;;;;;;;;
2;Śląskie;Lubliniecki;Lubliniec;Gmina miejska;2407011;196342;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 2 IM. JANA PAWŁA II W LUBLIŃCU;Lubliniec;ul. Droniowicka 45;44;59;21;64;69;44;47;26;48;60;43;72;30;85;98;;;;;;;;;;;1;;;;;;;;;;;;;;
2;Śląskie;Lubliniecki;Lubliniec;Gmina miejska;2407011;19459;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 3 IM. BOHATERÓW WESTERPLATTE W LUBLIŃCU;Lubliniec;ul. Zwycięstwa 32;49;57;17;58;71;49;42;23;36;20;44;63;30;70;98;;;;;;;;;;;5;;;;;;;;;;;;;;
2;Śląskie;Lubliniecki;Lubliniec;Gmina miejska;2407011;196321;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 4 IM. 74 GÓRNOŚLĄSKIEGO PUŁKU PIECHOTY W LUBLIŃCU;Lubliniec;ul. płk. Stanisława Wilimowskiego 8;52;59;19;62;62;52;52;26;48;44;48;73;27;86;98;;;;;;;;;;;4;;;;;;;;;;;;;;
2;Śląskie;Lubliniecki;Lubliniec;Gmina miejska;2407011;17175;dla młodzieży;Nie;SZKOŁA PODSTAWOWA IM. ŚW. EDYTY STEIN KATOLICKIEGO STOWARZYSZENIA WYCHOWAWCÓW;Lubliniec;ul. marsz. Józefa Piłsudskiego 8;10;62;14;63;40;11;51;28;48;48;10;55;27;57;;;;;;;;;;;;1;;;;;;;;;;;;;;
2;Śląskie;Lubliniecki;Pawonków;Gmina wiejska;2407072;23058;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. WANDY KAWY I BRONISŁAWY KAWY W KOŚMIDRACH;Kośmidry;ul. Szkolna 3;5;;;;;5;;;;;3;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;
2;Śląskie;Lubliniecki;Pawonków;Gmina wiejska;2407072;23023;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. TADEUSZA KOŚCIUSZKI W PAWONKOWIE;Pawonków;ul. Szkolna 1;48;57;17;59;56;48;41;24;38;16;42;56;31;52;33;;;;;;;;;;;6;;;;;;;;;;;;;;
2;Śląskie;Lubliniecki;Woźniki;Obszar wiejski;2407085;57115;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W PSARACH;Psary;ul. Główna 91;20;64;17;63;51;20;50;25;44;36;20;68;24;70;53;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Lubliniecki;Woźniki;Miasto;2407084;72688;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. JÓZEFA LOMPY W WOŹNIKACH;Woźniki;ul. Powstańców 7;34;59;17;67;71;34;46;23;46;36;34;69;27;78;91;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Lubliniecki;Woźniki;Obszar wiejski;2407085;72680;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. POWSTAŃCÓW ŚLĄSKICH W KAMIENICY;Kamienica;ul. Częstochowska 42;5;;;;;5;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Lubliniecki;Woźniki;Obszar wiejski;2407085;61543;dla młodzieży;Nie;NIEPUBLICZNA SZKOŁA PODSTAWOWA W KAMIEŃSKICH MŁYNACH;Kamieńskie Młyny;ul. Szkolna 10;8;;;;;8;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Lubliniecki;Woźniki;Obszar wiejski;2407085;63469;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. JÓZEFA LOMPY W LUBSZY;Lubsza;ul. Szkolna 1;4;;;;;4;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Lubliniecki;Woźniki;Miasto;2407084;57074;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W WOŹNIKACH - LIGOTA WOŹNICKA;Woźniki;ul. Szkolna 5;6;;;;;6;;;;;5;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;
2;Śląskie;Mikołowski;Mikołów;Gmina miejska;2408021;133886;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 1 IM. POWSTAŃCÓW ŚLĄSKICH W MIKOŁOWIE;Mikołów;ul. Konstytucji 3 Maja 20;77;71;16;73;67;77;50;26;48;20;76;70;31;85;98;;;;;;;;;;;1;;;;;;;;;;;;;;
2;Śląskie;Mikołowski;Mikołów;Gmina miejska;2408021;30329;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 3 Z ODDZIAŁAMI INTEGRACYJNYMI IM. POLSKICH OLIMPIJCZYKÓW W MIKOŁOWIE;Mikołów;ul. ks. bp. Bandurskiego 1;72;69;16;72;76;72;58;26;60;40;72;79;25;92;98;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Mikołowski;Mikołów;Gmina miejska;2408021;30330;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 4 IM. MARII KONOPNICKIEJ;Mikołów;ul. Katowicka 122;41;72;14;73;73;41;59;24;48;44;41;82;16;85;93;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Mikołowski;Mikołów;Gmina miejska;2408021;30331;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 5  IM. GUSTAWA MORCINKA W MIKOŁOWIE;Mikołów;ul.  Katowicka 24;63;55;21;56;49;63;49;24;40;36;63;62;31;67;98;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Mikołowski;Mikołów;Gmina miejska;2408021;43754;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 6 IM. JANA PAWŁA II;Mikołów;ul. Gliwicka 299;37;70;15;73;73;37;54;27;56;52;36;75;25;86;95;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Mikołowski;Mikołów;Gmina miejska;2408021;29382;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 7 W MIKOŁOWIE;Mikołów;ul. Zamkowa 1;21;85;8;87;78;21;67;24;68;96;21;88;18;93;93;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Mikołowski;Mikołów;Gmina miejska;2408021;34427;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 8 IM. WOJCIECHA KORFANTEGO W MIKOŁOWIE;Mikołów;ul. Wolności 27;19;75;15;76;71;19;72;20;76;84;19;86;18;95;95;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Mikołowski;Mikołów;Gmina miejska;2408021;133887;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 10 IM. JERZEGO KUKUCZKI W MIKOŁOWIE;Mikołów;ul. Krakowska 30;24;66;18;72;44;24;39;22;34;52;24;65;31;76;98;;;;;;;;;;;1;;;;;;;;;;;;;;
2;Śląskie;Mikołowski;Mikołów;Gmina miejska;2408021;31298;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 12 IM. JÓZEFA JANIKA;Mikołów;ul. Szkolna 1;21;57;18;60;71;20;52;23;54;84;21;60;29;53;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Mikołowski;Mikołów;Gmina miejska;2408021;124565;dla młodzieży;Nie;SZKOŁA PODSTAWOWA Z ODDZIAŁAMI DWUJĘZYCZNYMI DUAL IM. OJCA F. JORDANA;Mikołów;pl. Salwatorianów 1;14;71;16;70;58;14;61;21;60;32;14;84;22;92;91;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Mikołowski;Ornontowice;Gmina wiejska;2408042;92538;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. KAROLA MIARKI W ZESPOLE SZKOLNO-PRZEDSZKOLNYM W GMINIE ORNONTOWICE;Ornontowice;ul. Zwycięstwa 7;62;68;17;73;78;62;53;27;52;24;61;74;28;85;100;;;;;;;;;;;1;;;;;;;;;;;;;;
2;Śląskie;Mikołowski;Orzesze;Gmina miejska;2408031;133751;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 1 IM. POLEGŁYCH NA PASTERNIOKU W ORZESZU;Orzesze;ul. Miarki 1a;19;73;12;73;69;19;65;24;68;28;20;76;18;80;84;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Mikołowski;Orzesze;Gmina miejska;2408031;34485;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 2 IM. STANISŁAWA MONIUSZKI;Orzesze;ul. Bukowina 21;40;65;13;66;69;40;62;25;60;92;40;80;24;89;100;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Mikołowski;Orzesze;Gmina miejska;2408031;133749;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 3 IM. STANISŁAWA LIGONIA;Orzesze;ul. Szkolna 44;18;56;16;61;64;18;40;21;32;32;18;62;27;71;22;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Mikołowski;Orzesze;Gmina miejska;2408031;34603;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 4 IM.FRANCISZKA STUSKA;Orzesze;ul. Stuska 10;30;57;13;57;36;30;51;26;56;56;30;64;29;71;25;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Mikołowski;Orzesze;Gmina miejska;2408031;38892;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 5 IM. JANUSZA KORCZAKA;Orzesze;ul. Żorska 101;21;59;16;60;76;21;46;24;40;20;21;75;28;89;89;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Mikołowski;Orzesze;Gmina miejska;2408031;44541;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 6 IM. ALFREDA SZKLARSKIEGO;Orzesze;ul. 1000-lecia 3;24;55;18;54;51;24;51;25;48;36;23;62;30;67;18;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Mikołowski;Orzesze;Gmina miejska;2408031;38897;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 8 IM.BOLESŁAWA CHROBREGO;Orzesze;ul. Bolesława Chrobrego 64;20;60;15;58;53;20;50;25;42;24;18;59;25;67;67;;;;;;;;;;;;;;;;2;;;;;;;;;
2;Śląskie;Mikołowski;Orzesze;Gmina miejska;2408031;44543;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 9 IM.WŁADYSŁAWA BRONIEWSKIEGO W ORZESZU-ZGONIU;Orzesze;ul. Kobiórska 1;7;;;;;7;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Mikołowski;Orzesze;Gmina miejska;2408031;38896;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 10 IM. GUSTAWA MORCINKA;Orzesze;ul. Norwida 2;12;72;13;75;73;12;49;26;38;20;12;62;27;56;100;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Mikołowski;Wyry;Gmina wiejska;2408052;88154;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM.BOHATERÓW WRZEŚNIA 1939 W GOSTYNI;Gostyń;ul. Rybnicka 141;37;65;25;71;84;37;49;28;44;84;37;73;30;89;96;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Mikołowski;Wyry;Gmina wiejska;2408052;88032;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W WYRACH;Wyry;ul. Aleksandra Puszkina 10;49;63;16;67;67;49;46;25;44;36;49;76;24;89;95;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Mikołowski;Łaziska Górne;Gmina miejska;2408011;55301;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 1 IM. KSIĘDZA PRAŁATA KONRADA SZWEDY W ŁAZISKACH GÓRNYCH;Łaziska Górne;ul. Dworcowa 4;17;65;16;69;73;17;41;25;36;16;17;58;28;64;29;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Mikołowski;Łaziska Górne;Gmina miejska;2408011;262296;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 3 IM. MIKOŁAJA KOPERNIKA W ŁAZISKACH GÓRNYCH;Łaziska Górne;ul. Ogrodowa 48;35;62;17;64;51;35;46;24;44;20;35;63;30;71;95;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Mikołowski;Łaziska Górne;Gmina miejska;2408011;262294;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 4 IM. PRZYJACIÓŁ ZIEMI W ŁAZISKACH GÓRNYCH;Łaziska Górne;ul. Powstańców 6;20;56;17;58;53;20;33;18;30;24;20;63;24;62;93;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Mikołowski;Łaziska Górne;Gmina miejska;2408011;55300;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 5 IM. POWSTAŃCÓW ŚLĄSKICH W ŁAZISKACH GÓRNYCH;Łaziska Górne;ul. Szkolna 4;26;66;15;67;62;25;47;23;44;32;24;74;28;89;98;;;;;;;;;;;1;;;;;;;;;;;;;;
2;Śląskie;Mikołowski;Łaziska Górne;Gmina miejska;2408011;55303;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 6 Z ODDZIAŁAMI INTEGRACYJNYMI IM. JANA PAWŁA II W ŁAZISKACH GÓRNYCH;Łaziska Górne;ul. Wyrska 4;33;60;19;62;51;33;39;20;36;36;33;72;27;84;98;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Mikołowski;Łaziska Górne;Gmina miejska;2408011;115081;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 2 IM. PIASTÓW ŚLĄSKICH W ŁAZISKACH GÓRNYCH;Łaziska Górne;ul. Cieszyńska 12;53;71;16;71;69;53;55;25;56;76;53;86;16;91;100;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Myszkowski;Koziegłowy;Miasto;2409024;66352;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM.ALFREDA SZKLARSKIEGO W KOZIEGŁOWACH;Koziegłowy;ul. 3 Maja 12;37;63;18;64;64;37;51;27;52;56;37;65;28;73;95;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Myszkowski;Koziegłowy;Obszar wiejski;2409025;68288;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. AGATY MRÓZ - OLSZEWSKIEJ W LGOCIE GÓRNEJ;Lgota Górna;ul. Szkolna 1;26;66;17;69;58;26;43;22;44;16;26;72;30;85;82;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Myszkowski;Koziegłowy;Obszar wiejski;2409025;48540;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W CYNKOWIE;Cynków;ul. Strażacka 1;18;61;15;63;53;18;43;17;40;52;18;61;25;61;62;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Myszkowski;Koziegłowy;Obszar wiejski;2409025;49623;dla młodzieży;Nie;SZKOŁA PODSTAWOWA W MYSŁOWIE;Mysłów;ul. Myszkowska 22;8;;;;;8;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Myszkowski;Koziegłowy;Obszar wiejski;2409025;68374;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W PIŃCZYCACH;Pińczyce;ul. Śląska 3;15;64;9;62;69;15;46;27;40;40;15;58;28;53;24;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Myszkowski;Koziegłowy;Obszar wiejski;2409025;47376;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W GNIAZDOWIE;Gniazdów;ul. Szkolna 85;8;;;;;8;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Myszkowski;Koziegłowy;Obszar wiejski;2409025;49635;dla młodzieży;Nie;SZKOŁA PODSTAWOWA STOWARZYSZENIA PRZYJACIÓŁ SZKÓŁ KATOLICKICH IM. ŚW. OJCA PIO W WINOWNIE;Winowno;ul. Szkolna 1;5;;;;;5;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Myszkowski;Myszków;Gmina miejska;2409011;48683;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 1 IM. ADAMA MICKIEWICZA W MYSZKOWIE;Myszków;ul. Leśna 1;48;60;13;60;49;48;47;20;48;48;48;72;27;83;96;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Myszkowski;Myszków;Gmina miejska;2409011;48685;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 2 IM. JANA PAWŁA II W MYSZKOWIE;Myszków;ul. Jaworznicka 34;23;75;10;78;78;23;59;25;60;24;23;77;23;84;95;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Myszkowski;Myszków;Gmina miejska;2409011;28251;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 4;Myszków;ul. Jedwabna 93;8;;;;;8;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Myszkowski;Myszków;Gmina miejska;2409011;48697;dla młodzieży;Tak;SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI NR 5 IM. HENRYKA SIENKIEWICZA W MYSZKOWIE;Myszków;ul. Sikorskiego 20a;65;63;20;67;71;65;45;23;40;28;65;67;27;76;100;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Myszkowski;Myszków;Gmina miejska;2409011;28252;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 6;Myszków;ul. Wapienna 2;4;;;;;4;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Myszkowski;Myszków;Gmina miejska;2409011;23917;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 7 IM. JANA BRZECHWY;Myszków;ul. Pińczycka 2;6;;;;;6;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Myszkowski;Myszków;Gmina miejska;2409011;48692;dla młodzieży;Tak;ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 4 SZKOŁA PODSTAWOWA NR 8 IM. NOBLISTÓW POLSKICH W MYSZKOWIE;Myszków;ul. Traugutta 43;21;70;15;71;64;21;62;30;72;84;21;78;21;84;100;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Myszkowski;Myszków;Gmina miejska;2409011;48689;dla młodzieży;Tak;ZESPÓŁ SZKÓŁ PUBLICZNYCH NR 3 SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI NR 3 IM. TADEUSZA KOŚCIUSZKI W MYSZKOWIE;Myszków;ul. Kościuszki 30;57;63;20;67;78;57;44;25;40;20;55;68;29;76;98;;;;;;;;;;;2;;;;;;;;;;;;;;
2;Śląskie;Myszkowski;Niegowa;Gmina wiejska;2409032;84728;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W NIEGOWIE;Niegowa;ul. Szkolna 36;27;51;20;53;53;27;46;27;40;20;27;55;29;45;22;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Myszkowski;Niegowa;Gmina wiejska;2409032;84730;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W LUDWINOWIE;Ludwinów;30;4;;;;;4;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Myszkowski;Niegowa;Gmina wiejska;2409032;108953;dla młodzieży;Tak;ZESPÓŁ SZKOLNO-PRZEDSZKOLNY - SZKOŁA PODSTAWOWA W SOKOLNIKACH;Sokolniki;76;19;53;18;51;51;19;47;24;48;24;19;56;28;55;100;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Myszkowski;Poraj;Gmina wiejska;2409042;70319;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM.KPT.LEONIDA TELIGI W PORAJU 42-360 PORAJU UL.GÓRNICZA 18;Poraj;ul. Górnicza 18;50;64;18;67;67;50;50;26;42;40;51;65;28;71;98;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Myszkowski;Poraj;Gmina wiejska;2409042;72437;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM.POKOJU 42-311 ŻARKI LETNISKO UL.SZKOLNA 20;Żarki-Letnisko;ul. Szkolna 20;23;55;19;60;67;23;47;21;52;24;23;70;29;84;84;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Myszkowski;Poraj;Gmina wiejska;2409042;72400;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM.MARII KONOPNICKIEJ W CHORONIU UL.SZKOLNA 9 42-360 PORAJ;Choroń;ul. Szkolna 9;13;70;7;69;67;13;45;21;40;40;13;58;25;62;20;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Myszkowski;Poraj;Gmina wiejska;2409042;71573;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM.KAZIMIERZA WIELKIEGO W JASTRZĘBIU UL.MICKIEWICZA 1, 42-360 PORAJ;Jastrząb;ul. Mickiewicza 1;13;50;20;51;40;13;37;19;36;16;13;44;24;42;22;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Myszkowski;Żarki;Miasto;2409054;9743;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. WŁADYSŁAWA SZAFERA W ŻARKACH;Żarki;ul. Częstochowska 61;55;64;19;69;73;55;38;21;32;20;55;65;28;71;98;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Myszkowski;Żarki;Obszar wiejski;2409055;9756;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM JANA PAWŁA II W JAWORZNIKU;Jaworznik;ul. Szkolna 35;6;;;;;6;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Myszkowski;Żarki;Obszar wiejski;2409055;9748;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. 11 LISTOPADA W ZAWADZIE;Zawada;56;3;;;;;3;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Mysłowice;Mysłowice;Gmina miejska;2470011;3464;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 1 IM. MARII SKŁODOWSKIEJ-CURIE W MYSŁOWICACH;Mysłowice;ul. Wielka Skotnica 2;57;48;21;49;67;58;41;28;32;28;57;58;31;53;98;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Mysłowice;Mysłowice;Gmina miejska;2470011;3388;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 2 IM. BOLESŁAWA PRUSA W MYSŁOWICACH;Mysłowice;ul. Piastowska 7;25;35;18;31;13;25;22;7;20;16;25;40;26;27;15;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Mysłowice;Mysłowice;Gmina miejska;2470011;3417;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 3 IM. KAWALERÓW ORDERU UŚMIECHU W MYSŁOWICACH;Mysłowice;ul. 1000-lecia Państwa Polskiego 6;58;62;12;62;51;58;49;26;44;16;58;74;24;81;96;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Mysłowice;Mysłowice;Gmina miejska;2470011;133691;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 4 Z ODDZIAŁAMI DWUJĘZYCZNYMI IM WOJCIECHA KORFANTEGO W MYSŁOWICACH;Mysłowice;ul. Wielka Skotnica 84a;27;61;20;64;51;27;56;25;52;32;27;79;25;93;100;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Mysłowice;Mysłowice;Gmina miejska;2470011;6383;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 6 IM. KS. JANA TWARDOWSKIEGO W MYSŁOWICACH;Mysłowice;ul. Generała Jerzego Ziętka 116;36;63;13;64;64;36;43;24;34;24;36;72;21;77;40;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Mysłowice;Mysłowice;Gmina miejska;2470011;3458;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 7 Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. KORNELA MAKUSZYŃSKIEGO W MYSŁOWICACH;Mysłowice;ul. Górnicza 4;17;32;18;29;18;17;25;20;20;20;18;30;23;24;7;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Mysłowice;Mysłowice;Gmina miejska;2470011;17102;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 9 IM. BERNARDA ŚWIERCZYNY W MYSŁOWICACH;Mysłowice;ul. Armii Krajowej 30;95;57;19;62;56;95;36;22;32;20;95;62;30;71;95;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Mysłowice;Mysłowice;Gmina miejska;2470011;3424;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 10 Z ODDZIAŁMI DWUJĘZYCZNYMI IM. KAROLA MIARKI W MYSŁOWICACH;Mysłowice;ul. Mikołaja Reja 28;37;54;22;60;67;37;41;25;32;16;36;64;32;76;96;;;;;;;;;;;1;;;;;;;;;;;;;;
2;Śląskie;Mysłowice;Mysłowice;Gmina miejska;2470011;3491;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 11 IM. ŚW JADWIGI KRÓLOWEJ POLSKI W MYSŁOWICACH;Mysłowice;ul. Laryska 101;19;60;16;62;67;19;57;26;60;12;19;80;25;89;93;;;;;;;;;;;;;;;;;;;;;;;;;
2;Śląskie;Mysłowice;Mysłowice;Gmina miejska;2470011;6385;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 12 IM. BRONISŁAWA PUKOWCA W MYSŁOWICACH;Mysłowice;ul. Józefa Wybickiego 79;35;55;17;56;56;35;43;23;32;32;35;63;29;71;95;;;;;;;;;;;;;;;;;;;;;;;;;
