ID OKE;województwo - nazwa;powiat - nazwa;Gmina - nazwa;Typ gminy;Kod teryt gminy;RSPO;rodzaj placówki;czy publiczna;Nazwa szkoły;Miejscowość;Ulica nr;liczba zdających;wynik średni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdających;wynik średni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdających;wynik średni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdających;wynik średni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdających;wynik średni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdających;wynik średni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdających;wynik średni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdających;wynik średni (%);odchylenie standardowe (%);mediana (%);modalna (%)
1;Kujawsko-Pomorskie;Aleksandrowski;Ciechocinek;Gmina miejska;0401021;85208;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 1 IM. MARSZAŁKA JÓZEFA PIŁSUDSKIEGO;Ciechocinek;ul. Mikołaja Kopernika 18;44;59;15;59;42;44;53;26;50;28;43;77;26;89;100;;;;;;;;;;;1;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Aleksandrowski;Ciechocinek;Gmina miejska;0401021;262224;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 3 IM. POLSKICH OLIMPIJCZYKÓW W CIECHOCINKU;Ciechocinek;ul. Wojska Polskiego 37;54;45;20;48;58;54;43;29;34;12;54;56;30;58;98;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Aleksandrowski;Koneck;Gmina wiejska;0401062;91660;dla młodzieży;Tak;PUBLICZNA SZKOŁA PODSTAWOWA IM. PRYMASA TYSIĄCLECIA KARDYNAŁA STEFANA WYSZYŃSKIEGO W KONECKU;Koneck;ul. Włodzimierza Lubańskiego 15;19;69;11;69;56;19;48;28;56;56;19;54;24;51;47;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Aleksandrowski;Koneck;Gmina wiejska;0401062;7232;dla młodzieży;Nie;SZKOŁA PODSTAWOWA W STRASZEWIE;Straszewo;17;6;68;12;71;;6;55;30;64;;6;58;33;57;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Aleksandrowski;Koneck;Gmina wiejska;0401062;86316;dla młodzieży;Nie;SZKOŁA PODSTAWOWA W ŚWIĘTEM;Święte;1;7;53;11;53;49;7;40;26;28;28;7;48;30;33;89;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Aleksandrowski;Nieszawa;Gmina miejska;0401031;122459;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W NIESZAWIE;Nieszawa;ul. Zjazd 5;14;50;20;51;62;14;29;20;26;20;13;58;30;58;36;;;;;;;;;;;1;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Aleksandrowski;Raciążek;Gmina wiejska;0401072;87075;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. KOMISJI EDUKACJI NARODOWEJ W RACIĄŻKU;Raciążek;ul. Szkolna 3;39;64;12;67;60;39;58;29;64;96;39;60;28;65;76;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Aleksandrowski;Waganiec;Gmina wiejska;0401082;110118;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W ZBRACHLINIE;Zbrachlin;16;25;66;7;67;71;25;45;24;44;24;25;65;29;78;98;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Aleksandrowski;Waganiec;Gmina wiejska;0401082;110150;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W NISZCZEWACH;Niszczewy;2;9;63;11;60;;9;60;28;72;84;9;52;32;53;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Aleksandrowski;Waganiec;Gmina wiejska;0401082;110189;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W BRUDNOWIE;Brudnowo;25;16;63;16;64;64;16;37;27;24;24;16;37;25;29;16;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Aleksandrowski;Zakrzewo;Gmina wiejska;0401092;53713;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. POLSKI NIEPODLEGŁEJ W ZESPOLE SZKÓŁ W ZAKRZEWIE;Zakrzewo;ul. Leśna 3a;23;70;14;73;80;23;77;19;80;92;23;57;27;60;69;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Aleksandrowski;Zakrzewo;Gmina wiejska;0401092;119049;dla młodzieży;Nie;SZKOŁA PODSTAWOWA STOWARZYSZENIA PRZYJACIÓŁ SZKÓŁ KATOLICKICH IM. ŚW. JÓZEFA SANCHEZA DEL RIOW SINIARZEWIE;Siniarzewo;74;6;65;20;74;84;6;53;22;46;40;6;63;24;76;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Aleksandrowski;Zakrzewo;Gmina wiejska;0401092;53481;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. ORŁA BIAŁEGO W SĘDZINIE;Sędzin;27A;18;64;13;65;51;18;56;28;52;36;18;46;26;41;22;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Brodnicki;Bartniczka;Gmina wiejska;0402062;51944;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA W RADOSZKACH;Radoszki;64A;34;57;12;58;62;34;52;25;50;64;34;49;25;44;31;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Brodnicki;Bartniczka;Gmina wiejska;0402062;271930;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W JASTRZĘBIU;Jastrzębie;14;27;53;17;56;56;27;52;33;48;12;27;59;27;51;35;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Brodnicki;Bobrowo;Gmina wiejska;0402022;51808;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. MAŁGORZATY SULEK W DRUŻYNACH;Drużyny;54;12;54;16;56;44;12;55;24;52;32;12;49;27;40;29;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Brodnicki;Bobrowo;Gmina wiejska;0402022;52420;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W KRUSZYNACH;Kruszyny;7a;8;62;18;65;;8;65;25;66;;8;49;31;38;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Brodnicki;Bobrowo;Gmina wiejska;0402022;52526;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. DYWIZJONU 303 W MAŁKACH;Małki;30;10;65;12;67;51;10;51;32;60;60;10;60;30;66;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Brodnicki;Bobrowo;Gmina wiejska;0402022;54316;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W NIEŻYWIĘCIU;Nieżywięć;234;18;57;12;58;73;18;51;29;54;16;18;51;31;44;82;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Brodnicki;Bobrowo;Gmina wiejska;0402022;55097;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W BOBROWIE;Bobrowo;33;16;58;14;55;51;16;67;24;74;92;16;56;30;49;100;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Brodnicki;Brodnica;Gmina miejska;0402011;6246;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 7 W BRODNICY;Brodnica;ul. Matejki 5;140;63;16;64;58;140;59;28;60;96;138;63;29;67;98;;;;;;;;;;;2;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Brodnicki;Brodnica;Gmina miejska;0402011;3213;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 2 Z ODDZIAŁAMI INTEGRACYJNYMI IM. POLSKICH OLIMPIJCZYKÓW W BRODNICY;Brodnica;ul. Kolejowa 62;122;53;13;53;53;122;59;27;62;28;122;71;28;83;100;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Brodnicki;Brodnica;Gmina miejska;0402011;3205;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 1 IM. HENRYKA SIENKIEWICZA W BRODNICY;Brodnica;ul. 3 Maja 4;94;55;21;61;73;94;47;28;48;56;92;57;32;56;15;;;;;;;;;;;1;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Brodnicki;Brodnica;Gmina miejska;0402011;3219;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 4 Z ODDZIAŁAMI INTEGRACYJNYMI IM. 700 - LECIA BRODNICY W BRODNICY;Brodnica;ul. Nowa 34;70;66;14;69;71;70;67;28;76;84;71;71;29;87;100;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Brodnicki;Brodnica;Gmina miejska;0402011;196422;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 3 IM. WŁADYSŁAWA JAGIEŁŁY W BRODNICY;Brodnica;ul. Wiejska 6;70;55;16;56;42;70;53;30;52;24;70;63;32;73;98;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Brodnicki;Brodnica;Gmina wiejska;0402032;80004;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. KRÓLEWNY ANNY WAZÓWNY W GORCZENICY;Gorczenica;87;14;61;14;60;53;14;33;27;22;24;14;41;35;23;15;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Brodnicki;Brodnica;Gmina wiejska;0402032;80005;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. ZIEMI MICHAŁOWSKIEJ W GORTATOWIE Z SIEDZIBĄ W SZCZUCE;Szczuka;34;20;64;18;62;58;20;53;27;58;64;20;62;30;67;64;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Brodnicki;Brodnica;Gmina wiejska;0402032;80008;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA W SZABDZIE;Szabda;59;28;57;12;53;51;28;60;32;58;92;28;67;27;75;84;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Brodnicki;Brzozie;Gmina wiejska;0402042;19747;dla młodzieży;Tak;SZKOŁA PODSTAWOWA;Wielkie Leźno;1;11;56;18;56;56;11;57;26;60;72;11;45;22;49;65;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Brodnicki;Brzozie;Gmina wiejska;0402042;19750;dla młodzieży;Tak;SZKOŁA PODSTAWOWA;Jajkowo;11;18;53;14;51;69;18;52;26;64;20;18;49;24;54;11;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Brodnicki;Brzozie;Gmina wiejska;0402042;19748;dla młodzieży;Tak;SZKOŁA PODSTAWOWA;Brzozie;51B;30;65;16;62;62;30;63;27;62;96;30;59;28;59;18;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Brodnicki;Górzno;Miasto;0402054;16480;dla młodzieży;Tak;SZKOŁA PODSTAWOWA;Górzno;ul. Fryderyka Chopina 1;41;57;18;58;69;41;60;30;68;24;41;55;33;40;96;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Brodnicki;Górzno;Obszar wiejski;0402055;9233;dla młodzieży;Nie;NIEPUBLICZNA SZKOŁA PODSTAWOWA;Gołkowo;26;25;53;16;49;36;25;51;28;44;24;25;49;28;40;16;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Brodnicki;Górzno;Obszar wiejski;0402055;9371;dla młodzieży;Nie;SZKOŁA PODSTAWOWA SPSK;Miesiączkowo;25;14;38;10;37;31;14;36;21;28;16;10;47;28;44;;;;;;;;;;;;4;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Brodnicki;Jabłonowo Pomorskie;Obszar wiejski;0402075;43872;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. IGNACEGO ŁYSKOWSKIEGO;Górale;11;14;60;16;57;53;14;42;25;34;32;14;53;35;40;16;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Brodnicki;Jabłonowo Pomorskie;Obszar wiejski;0402075;79205;dla młodzieży;Tak;SZKOŁA PODSTAWOWA;Płowęż;16;9;62;14;56;80;9;66;31;68;92;9;57;30;42;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Brodnicki;Jabłonowo Pomorskie;Miasto;0402074;43804;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM.JANUSZA KUSOCIŃSKIEGO;Jabłonowo Pomorskie;ul. Słoneczna 2;80;50;20;49;49;79;38;28;28;20;77;51;32;42;18;;;;;;;;;;;2;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Brodnicki;Osiek;Gmina wiejska;0402082;34799;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W STRZYGACH;Strzygi;46;13;66;13;62;62;13;55;29;52;20;12;45;28;39;;;;;;;;;;;;1;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Brodnicki;Osiek;Gmina wiejska;0402082;34797;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. KAWALERÓW ORDERU UŚMIECHU W OSIEKU;Osiek;80;40;50;14;50;42;40;54;24;50;24;40;53;34;40;16;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Brodnicki;Zbiczno;Gmina wiejska;0402102;58437;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W POKRZYDOWIE;Pokrzydowo;23;19;61;14;64;47;19;61;29;68;88;19;57;30;60;20;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Brodnicki;Zbiczno;Gmina wiejska;0402102;56375;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. NOBLISTÓW POLSKICH W ZBICZNIE;Zbiczno;ul. Szosa Brodnicka 77;39;58;15;60;56;39;60;25;60;68;39;54;29;44;25;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Brodnicki;Świedziebnia;Gmina wiejska;0402092;14353;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. PPOR. PIOTRA WYSOCKIEGO W ŚWIEDZIEBNI;Świedziebnia;51;60;55;16;58;62;60;49;26;46;40;60;53;30;51;16;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Brodnicki;Świedziebnia;Gmina wiejska;0402092;14356;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W JANOWIE;Janowo;145A;15;36;10;40;40;15;49;21;40;20;15;39;25;31;16;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Bydgoski;Białe Błota;Gmina wiejska;0403012;110007;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W ŁOCHOWIE;Łochowo;ul. Wierzbowa 2;129;65;15;67;60;129;70;26;76;92;128;81;25;93;100;;;;;;;;;;;1;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Bydgoski;Białe Błota;Gmina wiejska;0403012;104808;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. MARIANA REJEWSKIEGO W BIAŁYCH BŁOTACH;Białe Błota;ul. Centralna 27;225;64;17;67;62;225;63;30;68;96;224;76;28;89;100;;;;;;;;;;;2;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Bydgoski;Białe Błota;Gmina wiejska;0403012;104764;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. KS. JANA TWARDOWSKIEGO W PRZYŁĘKACH;Przyłęki;ul. Zabytkowa 5;43;64;14;64;53;43;70;27;76;96;43;82;23;93;98;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Bydgoski;Dobrcz;Gmina wiejska;0403032;83738;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W KOZIELCU;Kozielec;24;10;63;19;65;69;10;72;29;78;100;10;69;30;80;100;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Bydgoski;Dobrcz;Gmina wiejska;0403032;84109;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. KAZIMIERZA GÓRSKIEGO W DOBRCZU;Dobrcz;ul. Długa 33;48;56;17;59;67;48;48;28;42;20;48;61;29;66;25;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Bydgoski;Dobrcz;Gmina wiejska;0403032;83825;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. 8-GO BYDGOSKIEGO PUŁKU PIECHOTY W BORÓWNIE;Borówno;ul. Szkolna 13;32;57;15;56;51;32;58;24;54;36;32;83;20;90;91;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Bydgoski;Dobrcz;Gmina wiejska;0403032;83737;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W STRZELCACH GÓRNYCH;Strzelce Górne;ul. Szkolna 6;17;59;10;62;49;17;55;26;52;52;17;67;32;84;20;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Bydgoski;Dobrcz;Gmina wiejska;0403032;82705;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. PORUCZNIKA WACŁAWA TARNOWSKIEGO W WUDZYNIE;Wudzyn;ul. Zamkowa 12;31;50;21;53;53;31;46;30;36;12;31;59;31;69;91;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Bydgoski;Dobrcz;Gmina wiejska;0403032;83725;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. STEFANA ŻEROMSKIEGO W KOTOMIERZU;Kotomierz;ul. Koronowska 2;42;56;16;59;64;42;46;27;40;76;42;56;29;58;20;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Bydgoski;Dąbrowa Chełmińska;Gmina wiejska;0403022;57118;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W DĄBROWIE CHEŁMIŃSKIEJ;Dąbrowa Chełmińska;ul. Sportowa 1;56;56;18;57;73;56;53;28;56;60;56;63;29;68;98;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Bydgoski;Dąbrowa Chełmińska;Gmina wiejska;0403022;57121;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. MAGDALENY MORTĘSKIEJ W CZARŻU;Czarże;ul. Chełmińska 47;23;53;20;56;62;23;46;27;44;8;23;56;28;49;49;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Bydgoski;Dąbrowa Chełmińska;Gmina wiejska;0403022;57124;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W OSTROMECKU;Ostromecko;ul. Szkolna 1;34;61;20;66;69;34;63;30;68;36;34;71;31;88;98;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Bydgoski;Koronowo;Miasto;0403044;125684;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 4 W ZAKŁADZIE POPRAWCZYM I SCHRONISKU DLA NIELETNICH W KORONOWIE;Koronowo;ul. Dworcowa 36;2;;;;;2;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Bydgoski;Koronowo;Obszar wiejski;0403045;61601;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W SITOWCU;Sitowiec;16;10;57;14;55;69;10;53;27;42;40;10;59;28;62;91;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Bydgoski;Koronowo;Obszar wiejski;0403045;61902;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W WITOLDOWIE;Witoldowo;33;10;55;9;55;49;10;48;27;30;24;10;55;28;54;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Bydgoski;Koronowo;Obszar wiejski;0403045;62106;dla młodzieży;Tak;SZKOŁA PODSTAWOWA W BUSZKOWIE;Buszkowo;53;13;52;15;53;58;13;42;28;32;16;13;50;23;49;15;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Bydgoski;Koronowo;Miasto;0403044;62305;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 2 IM. JANA PAWŁA II W KORONOWIE;Koronowo;ul. Dworcowa 48;110;58;18;61;69;110;50;29;44;16;104;59;29;61;87;;;;;;;;;;;8;52;30;36;;;;;;;;;;;
1;Kujawsko-Pomorskie;Bydgoski;Koronowo;Obszar wiejski;0403045;75280;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. OBROŃCÓW WESTERPLATTE W MĄKOWARSKU;Mąkowarsko;ul. Tucholska 8;22;60;14;62;69;22;43;30;30;20;22;48;32;38;13;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Bydgoski;Koronowo;Obszar wiejski;0403045;75272;dla młodzieży;Tak;ZESPÓŁ SZKÓŁ WE WTELNIE SZKOŁA PODSTAWOWA IM. LEONA WYCZÓŁKOWSKIEGO;Wtelno;ul. Szkolna 7;36;65;13;67;67;36;59;28;60;56;35;73;30;93;98;;;;;;;;;;;1;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Bydgoski;Koronowo;Obszar wiejski;0403045;75278;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. KPT. Ż. W. TADEUSZA ZIÓŁKOWSKIEGO W WIERZCHUCINIE KRÓLEWSKIM;Wierzchucin Królewski;35;35;49;11;49;49;35;36;25;28;12;35;42;29;33;16;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Bydgoski;Koronowo;Miasto;0403044;196448;dla młodzieży;Tak;SZKOŁA PODSTAWOWA NR 1 IM. KOMISJI EDUKACJI NARODOWEJ W KORONOWIE;Koronowo;ul. Pomianowskiego 16;58;67;17;69;56;59;48;28;48;20;50;60;31;63;98;;;;;;;;;;;9;47;18;45;;;;;;;;;;;
1;Kujawsko-Pomorskie;Bydgoski;Nowa Wieś Wielka;Gmina wiejska;0403052;60263;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ;Nowa Wieś Wielka;ul. Ogrodowa 1;60;63;20;67;71;60;53;27;52;20;60;64;29;60;31;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Bydgoski;Nowa Wieś Wielka;Gmina wiejska;0403052;60264;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM.POWSTAŃCÓW WIELKOPOLSKICH;Brzoza;ul. Powstańców Wielkopolskich 31;82;66;16;69;73;82;65;29;74;84;82;82;25;95;98;;;;;;;;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Bydgoski;Osielsko;Gmina wiejska;0403062;48737;dla młodzieży;Tak;SZKOŁA PODSTAWOWA IM. POLSKICH OLIMPIJCZYKÓW W OSIELSKU;Osielsko;ul. Centralna 7;121;63;17;67;76;121;71;26;80;96;119;81;25;93;100;;;;;;;;;;;2;;;;;;;;;;;;;;
