ID OKE;województwo - nazwa;powiat - nazwa;Gmina - nazwa;Typ gminy;Kod teryt gminy;RSPO;rodzaj placówki;czy publiczna;Identyfikator szkoły;Nazwa szkoły;Miejscowość;Ulica nr;liczba zdających;wynik średni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdających;wynik średni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdających;wynik średni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdających;wynik średni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdających;wynik średni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdających;wynik średni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdających;wynik średni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdających;wynik średni (%);odchylenie standardowe (%);mediana (%);modalna (%)
3;Małopolskie;Bocheński;Bochnia;Gmina miejska;1201011;38879;dla młodzieży;Tak;120101-05P01;SZKOŁA PODSTAWOWA NR 7 IM.JANA PAWŁA II W BOCHNI;Bochnia;ul. gen. Tadeusza Jakubowskiego 12;54;66,09259259;14,51215138;68;67;56;62,35714286;27,64857822;68;92;53;71,47169811;23,64246561;80;98;;;;;;;;;;;1;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Bochnia;Gmina wiejska;1201022;71101;dla młodzieży;Tak;120102-01P0S;ZESPÓŁ SZKÓŁ GMINNYCH W PROSZÓWKACH SZKOŁA PODSTAWOWA W PROSZÓWKACH IM. KSIĘDZA JÓZEFA SKWIRUTA;Proszówki;365;18;74,72222222;13,87566037;77;87;18;51,77777778;28,54928595;48;36;18;64,88888889;27,87449828;70;22;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Bochnia;Gmina wiejska;1201022;71074;dla młodzieży;Tak;120102-02P0H;ZESPÓŁ SZKÓŁ GMINNYCH IM. JANA PAWŁA II W NIESZKOWICACH MAŁYCH SZKOŁA PODSTAWOWA W NIESZKOWICACH MAŁYCH;Nieszkowice Małe;112;10;75,7;12,97728785;81;84;10;65,6;27,89695324;76;;10;67,8;27,75535984;74;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Bochnia;Gmina wiejska;1201022;71083;dla młodzieży;Tak;120102-02P1C;ZESPÓŁ SZKÓŁ GMINNYCH IM. LOTNIKÓW POLSKICH W NIESZKOWICACH WIELKICH SZKOŁA PODSTAWOWA W NIESZKOWICACH WIELKICH;Nieszkowice Wielkie;67;21;71,71428571;10,69108599;76;76;21;55,42857143;26,56989243;52;44;21;71,0952381;20,61415316;80;80;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Bochnia;Gmina wiejska;1201022;71108;dla młodzieży;Tak;120102-03P06;ZESPÓŁ SZKÓŁ GMINNYCH IM. BOHATERÓW WESTERPLATTE W SIEDLCU SZKOŁA PODSTAWOWA W SIEDLCU;Siedlec;143;6;73;8,774964387;69;69;6;68,66666667;30,67391219;74;100;6;78,33333333;18,88267872;85;85;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Bochnia;Gmina wiejska;1201022;71393;dla młodzieży;Tak;120102-03P11;ZESPÓŁ SZKÓŁ GMINNYCH IM. MARII SKŁODOWSKIEJ - CURIE W ŁAPCZYCY SZKOŁA PODSTAWOWA Z ODDZIAŁAMI INTEGRACYJNYMI W ŁAPCZYCY;Łapczyca;437;22;66,5;12,38675979;70;76;22;50,90909091;22,95234013;44;40;22;66,13636364;23,22086729;70;95;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Bochnia;Gmina wiejska;1201022;71009;dla młodzieży;Tak;120102-04P0V;SZKOŁA PODSTAWOWA IM. MIKOŁAJA KOPERNIKA W DĄBROWICY;Dąbrowica;67;13;71,07692308;10,62986749;69;69;13;54,15384615;19,50875998;60;64;13;66,07692308;25,02141095;75;42;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Bochnia;Gmina wiejska;1201022;71024;dla młodzieży;Tak;120102-05P0K;ZESPÓŁ SZKÓŁ GMINNYCH IM. MIKOŁAJA KOPERNIKA W GAWŁOWIE SZKOŁA PODSTAWOWA Z ODDZIAŁAMI SPORTOWYMI W GAWŁOWIE;Gawłów;64;17;63,64705882;10,12824343;62;71;17;45,41176471;29,8999485;24;24;17;52,94117647;31,48009752;45;15;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Bochnia;Gmina wiejska;1201022;70996;dla młodzieży;Tak;120102-07P0Y;SZKOŁA PODSTAWOWA IM. JANA KOCHANOWSKIEGO W BRZEŹNICY;Brzeźnica;180;12;68,5;8,30160627;69;62;12;53,66666667;24,89756793;56;48;12;60,91666667;20,52826642;62;42;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Bochnia;Gmina wiejska;1201022;70985;dla młodzieży;Tak;120102-08P0N;ZESPÓŁ SZKÓŁ GMINNYCH IM. HENRYKA SIENKIEWICZA W BOGUCICACH SZKOŁA PODSTAWOWA W BOGUCICACH;Bogucice;83;15;64,6;11,58619869;67;67;15;47,73333333;32,28098856;32;92;15;58,53333333;32,21773149;56;27;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Bochnia;Gmina wiejska;1201022;71003;dla młodzieży;Tak;120102-09P0C;SZKOŁA PODSTAWOWA IM. KRÓLA KAZIMIERZA WIELKIEGO W DAMIENICACH;Damienice;11;16;67,9375;12,10097491;66,5;64;16;60,5;29,69427554;56;32;16;67,6875;26,29571911;72,5;89;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Bochnia;Gmina wiejska;1201022;71091;dla młodzieży;Tak;120102-10P0Q;SZKOŁA PODSTAWOWA IM. GEN. JÓZEFA BEMA W POGWIZDOWIE;Pogwizdów;26;6;68,16666667;8,914719414;71;69;6;68,66666667;19,24115959;70;;6;66,16666667;19,65041702;66;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Bochnia;Gmina wiejska;1201022;71417;dla młodzieży;Tak;120102-11P0F;ZESPÓŁ SZKÓŁ GMINNYCH IM. HENRYKA SIENKIEWICZA W STANISŁAWICACH SZKOŁA PODSTAWOWA W STANISŁAWICACH;Stanisławice;306;19;71,26315789;13,2619047;69;62;19;59,15789474;24,36836422;64;40;19;67,68421053;20,13128655;69;85;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Bochnia;Gmina wiejska;1201022;71148;dla młodzieży;Tak;120102-12P04;ZESPÓŁ SZKÓŁ GMINNYCH IM. ADAMA MICKIEWICZA W BACZKOWIE SZKOŁA PODSTAWOWA W BACZKOWIE;Baczków;23;8;53,5;8,845903006;53;42;8;44;30,33150178;32;20;8;61,5;26,06242506;69;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Drwinia;Gmina wiejska;1201032;89462;dla młodzieży;Tak;120103-02P00;SZKOŁA PODSTAWOWA IM. I. ŁUKASIEWICZA W DRWINI;Drwinia;173;18;66,27777778;18,53167126;73;80;18;62,44444444;34,59322705;72;100;17;65,05882353;31,6292318;78;49;;;;;;;;;;;1;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Drwinia;Gmina wiejska;1201032;104469;dla młodzieży;Tak;120103-04P0E;PUBLICZNA SZKOŁA PODSTAWOWA IM. W. REYMONTA W GROBLI;Grobla;134;15;57,53333333;16,89523273;58;58;15;49,6;30,24522001;36;24;15;65,6;29,09478762;78;16;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Drwinia;Gmina wiejska;1201032;89460;dla młodzieży;Tak;120103-05P03;SZKOŁA PODSTAWOWA W MIKLUSZOWICACH;Mikluszowice;228;22;73,63636364;8,710210594;73;67;22;65,27272727;24,25280081;66;36;22;71,31818182;25,0388541;85;85;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Drwinia;Gmina wiejska;1201032;121788;dla młodzieży;Tak;120103-0APND;SZKOŁA POSTAWOWA IM. HENRYKA SIENKIEWICZA W DZIEWINIE;Dziewin;231;13;54,69230769;14,92228388;58;58;13;41,23076923;25,84615385;36;20;13;69,92307692;20,90808286;78;64;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Drwinia;Gmina wiejska;1201032;121792;dla młodzieży;Tak;120103-0BPN2;SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W ŚWINIARACH;Świniary;174;8;62;9,848857802;62;49;8;57,5;21,81169411;52;52;8;81;20,5;90;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Lipnica Murowana;Gmina wiejska;1201042;103559;dla młodzieży;Tak;120104-01P0U;PUBLICZNA SZKOŁA PODSTAWOWA IM. KAZIMIERZA BRODZIŃSKIEGO W LIPNICY MUROWANEJ;Lipnica Murowana;59;31;70,16129032;6,965800207;71;78;31;62,58064516;27,89007708;68;88;30;71,53333333;25,95217824;86;91;;;;;;;;;;;1;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Lipnica Murowana;Gmina wiejska;1201042;103557;dla młodzieży;Tak;120104-02P0J;PUBLICZNA SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W RAJBROCIE;Rajbrot;362;25;66,72;15,59620467;73;76;25;60,96;26,46730814;72;76;25;58,76;27,27824041;69;15;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Nowy Wiśnicz;Obszar wiejski;1201065;110379;dla młodzieży;Tak;120106-01P1R;SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W STARYM WIŚNICZU;Stary Wiśnicz;480;38;73,71052632;9,746545663;76;73;38;61,78947368;27,46400313;66;92;38;70,42105263;25,23743208;80;80;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Nowy Wiśnicz;Obszar wiejski;1201065;23332;dla młodzieży;Tak;120106-02P0L;SZKOŁA PODSTAWOWA IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO PRYMASA TYSIĄCLECIA W MUCHÓWCE;Muchówka;135;9;66,33333333;12,22929089;71;76;9;54,66666667;24,07396011;64;64;9;72,44444444;25,02936547;82;91;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Nowy Wiśnicz;Miasto;1201064;20178;dla dorosłych;Tak;120106-02P1G;SZKOŁA PODSTAWOWA DLA DOROSŁYCH;Nowy Wiśnicz;ul. Zamkowa 1;11;22,63636364;6,732184939;22;18;11;26,90909091;13,54758983;24;20;11;17,09090909;4,144098662;18;16;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Nowy Wiśnicz;Obszar wiejski;1201065;110215;dla młodzieży;Tak;120106-03P15;SZKOŁA PODSTAWOWA IM. KAZIMIERZA BRODZIŃSKIEGO W KRÓLÓWCE;Królówka;444;27;63,25925926;13,90867726;64;64;27;64,2962963;23,64993903;60;44;27;67,48148148;24,91670624;73;93;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Nowy Wiśnicz;Obszar wiejski;1201065;110508;dla młodzieży;Tak;120106-04P1U;SZKOŁA PODSTAWOWA IM. KS. JANA TWARDOWSKIEGO W KOBYLU;Kobyle;81;24;78,875;12,61055279;76;71;24;52;31,45366963;46;24;24;67,95833333;28,25697431;80;100;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Nowy Wiśnicz;Miasto;1201064;110406;dla młodzieży;Tak;120106-05PNH;SZKOŁA PODSTAWOWA IM. STANISŁAWA LUBOMIRSKIEGO W NOWYM WIŚNICZU;Nowy Wiśnicz;ul. Szkolna 1;80;76,575;12,2614997;80;82;80;57,95;28,42529683;58;88;80;67,775;26,70953715;76;93;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Nowy Wiśnicz;Obszar wiejski;1201065;130987;dla młodzieży;Tak;120106-0BPNN;PUBLICZNA SZKOŁA PODSTAWOWA W CHRONOWIE;Chronów;173;9;56,22222222;17,83116982;62;62;9;29,77777778;21,99887764;24;28;9;59,11111111;25,29578113;56;56;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Rzezawa;Gmina wiejska;1201072;42856;dla młodzieży;Tak;120107-01P0F;ZESPÓŁ SZKOLNO - PRZEDSZKOLNY PUBLICZNA SZKOŁA PODSTAWOWA IM. PRYMASA STEFANA KARDYNAŁA WYSZYŃSKIEGO W DĄBRÓWCE;Dąbrówka;1;19;56,47368421;19,50537961;67;67;19;42,73684211;32,8582956;28;12;19;61,68421053;30,25340804;65;15;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Rzezawa;Gmina wiejska;1201072;35121;dla młodzieży;Tak;120107-02P04;PUBLICZNA SZKOŁA PODSTAWOWA IM. GEN. LEOPOLDA OKULICKIEGO W OKULICACH;Okulice;51;13;70,53846154;11,49324474;67;67;13;77,53846154;22,81907227;84;96;13;76;25,70543193;89;89;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Rzezawa;Gmina wiejska;1201072;42472;dla młodzieży;Tak;120107-03P0T;ZESPÓŁ SZKOLNO - PRZEDSZKOLNY PUBLICZNA SZKOŁA PODSTAWOWA IM. ŚW. KINGI W BORKU;Borek;148;13;52,23076923;19,37148517;53;;13;42,46153846;26,65048819;44;16;13;62,84615385;35,44192683;85;85;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Rzezawa;Gmina wiejska;1201072;43969;dla młodzieży;Tak;120107-04P0I;ZESPÓŁ SZKOLNO - PRZEDSZKOLNY PUBLICZNA SZKOŁA PODSTAWOWA IM. ŚW. JANA PAWŁA II W ŁAZACH;Łazy;50;14;65,5;15,40755844;69;69;14;47,14285714;28,3318527;34;16;14;50;24,33692081;40;31;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Rzezawa;Gmina wiejska;1201072;69179;dla młodzieży;Tak;120107-05P07;PUBLICZNA SZKOŁA PODSTAWOWA IM. ŚW. JADWIGI KRÓLOWEJ W RZEZAWIE;Rzezawa;ul. Szkolna 11;19;67,10526316;7,683850028;67;62;19;56;28,43274613;44;44;20;70,05;21,9874396;72;96;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Rzezawa;Gmina wiejska;1201072;35130;dla młodzieży;Tak;120107-06P0W;PUBLICZNA SZKOŁA PODSTAWOWA IM. ROTMISTRZA WITOLDA PILECKIEGO W JODŁÓWCE;Jodłówka;274;22;60,68181818;18,75532982;67;67;22;60,90909091;33,53005313;60;100;22;71,04545455;29,14458826;86;93;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Rzezawa;Gmina wiejska;1201072;39016;dla młodzieży;Tak;120107-07P0L;PUBLICZNA SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA W KRZECZOWIE;Krzeczów;ul. Szkolna 2;8;66,75;16,88749537;71;73;8;64,5;33,13231051;82;;8;55,875;31,80580725;63;20;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Trzciana;Gmina wiejska;1201082;3653;dla młodzieży;Tak;120108-01P0Y;PUBLICZNA SZKOŁA PODSTAWOWA W KAMIONNEJ IM. MARII KONOPNICKIEJ;Kamionna;263;14;72,21428571;16,27082653;76,5;87;14;65,71428571;36,27558914;84;100;14;53;33,9768829;48;98;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Trzciana;Gmina wiejska;1201082;19653;dla młodzieży;Tak;120108-02P0N;PUBLICZNA SZKOŁA PODSTAWOWA W LESZCZYNIE IM. GEN.WŁADYSŁAWA ANDERSA;Leszczyna;132;13;70,76923077;10,35637185;71;62;13;62,76923077;27,19206289;68;88;13;65,69230769;26,08974044;73;60;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Trzciana;Gmina wiejska;1201082;4558;dla młodzieży;Tak;120108-03P0C;PUBLICZNA SZKOŁA PODSTAWOWA W ŁĄKCIE DOLNEJ IM. ŚW. KINGI;Łąkta Dolna;136;9;68,33333333;10,1214843;67;60;9;74,22222222;21,25913021;72;60;9;72,77777778;24,07293445;82;96;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Trzciana;Gmina wiejska;1201082;19844;dla młodzieży;Tak;120108-04P01;PUBLICZNA SZKOŁA PODSTAWOWA IM. ŚW.JANA KANTEGO W TRZCIANIE;Trzciana;3;13;67,69230769;13,30346754;71;71;13;55,38461538;30,29480398;48;24;13;69,76923077;33,37238344;89;95;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Trzciana;Gmina wiejska;1201082;3667;dla młodzieży;Tak;120108-05P0Q;PUBLICZNA SZKOŁA PODSTAWOWA W KIERLIKÓWCE IM. EDWARDA DEMBOWSKIEGO;Kierlikówka;4;9;56,77777778;14,73301491;58;42;9;54,22222222;29,09668854;56;20;9;55,11111111;28,07309683;56;24;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Łapanów;Gmina wiejska;1201052;87602;dla młodzieży;Tak;120105-02P02;SZKOŁA PODSTAWOWA W TARNAWIE;Tarnawa;119;8;64,375;18,93368361;66,5;64;8;50,5;28,2090411;54;;8;71,125;28,25525394;86,5;91;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Łapanów;Gmina wiejska;1201052;87612;dla młodzieży;Tak;120105-04P0G;SZKOŁA PODSTAWOWA IM. JANA KASPROWICZA W SOBOLOWIE;Sobolów;1;18;71,55555556;10,81265833;71;56;18;52,22222222;29,91758226;56;92;18;38,61111111;20,12223449;33;42;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Łapanów;Gmina wiejska;1201052;87597;dla młodzieży;Tak;120105-05P05;SZKOŁA PODSTAWOWA IM. MIKOŁAJA KOPERNIKA W GRABIU;Grabie;60;16;61,8125;17,19454401;64;64;16;51,25;28,43303536;48;16;16;63,3125;30,20082522;64,5;96;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Łapanów;Gmina wiejska;1201052;87594;dla młodzieży;Tak;120105-06P0U;SZKOŁA PODSTAWOWA IM. ŚW. JANA KANTEGO W ŁAPANOWIE;Łapanów;195;58;58,93103448;14,00967901;63;67;58;50,06896552;27,70526034;44;32;57;59,45614035;28,99308458;58;58;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Żegocina;Gmina wiejska;1201092;107522;dla młodzieży;Tak;120109-01P0H;SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W ŁĄKCIE GÓRNEJ;Łąkta Górna;304;13;70,84615385;9,395957837;69;60;13;70,15384615;26,32882642;80;96;13;70,76923077;24,8569874;82;98;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Żegocina;Gmina wiejska;1201092;89422;dla młodzieży;Tak;120109-02P06;SZKOŁA PODSTAWOWA IM. BŁOGOSŁAWIONEJ KAROLINY KÓZKÓWNY;Rozdziele;156;8;78,5;7,03562364;79;78;8;90,5;8,231038817;92;84;9;80;17,84501175;87;64;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Żegocina;Gmina wiejska;1201092;73952;dla młodzieży;Tak;120109-03P0V;SZKOŁA PODSTAWOWA IM. ŚW. KINGI W ŻEGOCINIE;Żegocina;50;24;75,58333333;10,91603052;77;78;24;66,66666667;27,60837232;66;100;24;66,16666667;30,11321231;76,5;80;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Bocheński;Żegocina;Gmina wiejska;1201092;73953;dla młodzieży;Tak;120109-04P0K;SZKOŁA PODSTAWOWA IM. ŚW. MIKOŁAJA W BYTOMSKU;Bytomsko;77;9;72,11111111;12,20604991;69;64;9;62,66666667;25,85429257;60;44;9;52,22222222;29,64897517;42;93;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Brzeski;Borzęcin;Gmina wiejska;1202012;103528;dla młodzieży;Tak;120201-01P0M;PUBLICZNA SZKOŁA PODSTAWOWA IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO W PRZYBOROWIE;Przyborów;192;15;61,6;12,62167448;58;56;15;53,33333333;25,53603119;48;24;15;67,73333333;19,27162566;73;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Brzeski;Borzęcin;Gmina wiejska;1202012;82610;dla młodzieży;Tak;120201-03P00;PUBLICZNA SZKOŁA PODSTAWOWA IM. WŁADYSŁAWA JAGIEŁŁY W BORZĘCINIE GÓRNYM;Borzęcin;563;21;54,19047619;16,71218275;58;60;21;43,42857143;28,31888387;32;24;21;45,71428571;26,01307887;36;22;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Brzeski;Borzęcin;Gmina wiejska;1202012;82339;dla młodzieży;Tak;120201-04P0P;PUBLICZNA SZKOŁA PODSTAWOWA IM. KAZIMIERZA WIELKIEGO W BORZĘCINIE DOLNYM;Borzęcin;321B;12;60,66666667;12,31755748;62;62;12;59,33333333;31,06266069;64;16;12;57,58333333;26,8745801;54,5;31;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Brzeski;Borzęcin;Gmina wiejska;1202012;103347;dla młodzieży;Tak;120201-05P0E;PUBLICZNA SZKOŁA PODSTAWOWA W BIELCZY;Bielcza;294A;11;41,36363636;16,12041465;38;36;11;36;26,09075071;24;24;11;53;30,33449881;44;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Brzeski;Borzęcin;Gmina wiejska;1202012;87535;dla młodzieży;Tak;120201-06P03;PUBLICZNA SZKOŁA PODSTAWOWA W ŁĘKACH;Łęki;206;3;;;;;3;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Brzeski;Brzesko;Miasto;1202024;7945;dla młodzieży;Tak;120202-02P0U;PUBLICZNA SZKOŁA PODSTAWOWA NR 2 IM. IGNACEGO ŁUKASIEWICZA W BRZESKU;Brzesko;ul. Królowej Jadwigi 18;122;66,07377049;14,14571014;69;73;122;56,45901639;28,15971647;54;24;121;73,57024793;23,8156926;82;89;;;;;;;;;;;1;;;;;;;;;;;;;;
3;Małopolskie;Brzeski;Brzesko;Miasto;1202024;7890;dla młodzieży;Tak;120202-03P0J;PUBLICZNA SZKOŁA PODSTAWOWA NR 3 IM. MIKOŁAJA KOPERNIKA W BRZESKU;Brzesko;ul. Legionów Piłsudskiego 23;101;68,81188119;13,70387881;71;76;101;63,40594059;28,49845513;68;96;100;72,46;26,76655376;84,5;93;;;;;;;;;;;1;;;;;;;;;;;;;;
3;Małopolskie;Brzeski;Brzesko;Obszar wiejski;1202025;11786;dla młodzieży;Tak;120202-04P08;PUBLICZNA SZKOŁA PODSTAWOWA IM. KSIĘDZA JANA TWARDOWSKIEGO W BUCZU;Bucze;ul. Okulicka 6;23;62,95652174;15,33815436;67;67;23;64,17391304;25,82828273;68;68;23;58,82608696;28,8031583;62;24;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Brzeski;Brzesko;Obszar wiejski;1202025;9129;dla młodzieży;Tak;120202-05P0X;PUBLICZNA SZKOŁA PODSTAWOWA W JASIENIU;Jasień;ul. Zielna 1;32;63,78125;15,99948119;64;80;32;43,75;26,09477917;42;12;31;48,90322581;29,29533139;42;67;;;;;;;;;;;1;;;;;;;;;;;;;;
3;Małopolskie;Brzeski;Brzesko;Obszar wiejski;1202025;9089;dla młodzieży;Tak;120202-06P0M;PUBLICZNA SZKOŁA PODSTAWOWA W PORĘBIE SPYTKOWSKIEJ;Poręba Spytkowska;ul. Kasztelana Spytka 98;31;68,32258065;11,51545132;67;80;31;57,16129032;28,77621865;60;100;31;67,32258065;26,10819559;76;76;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Brzeski;Brzesko;Obszar wiejski;1202025;9231;dla młodzieży;Tak;120202-07P0B;PUBLICZNA SZKOŁA PODSTAWOWA IM. ŚW. STANISŁAWA SZCZEPANOWSKIEGO BM W STERKOWCU;Sterkowiec;ul. Sosnowa 20;9;62,11111111;19,19169059;69;69;9;47,55555556;25,3294344;52;;9;66,44444444;32,58872031;89;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Brzeski;Brzesko;Obszar wiejski;1202025;9087;dla młodzieży;Tak;120202-08P00;PUBLICZNA SZKOŁA PODSTAWOWA IM. JANA GOETZA OKOCIMSKIEGO W OKOCIMIU;Okocim;ul. Goetzów Okocimskich 102;15;58;14,04753834;56;51;15;62,4;25,37400244;72;24;15;65,4;26,12993175;69;93;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Brzeski;Brzesko;Obszar wiejski;1202025;8076;dla młodzieży;Tak;120202-09P0P;PUBLICZNA SZKOŁA PODSTAWOWA IM. BOHATERÓW WESTERPLATTE W SZCZEPANOWIE;Szczepanów;ul. Świętego Stanisława 5;18;68,61111111;11,83750578;69;71;18;56,22222222;25,20924776;54;16;18;76,94444444;20,77517809;81;71;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Brzeski;Brzesko;Obszar wiejski;1202025;6879;dla młodzieży;Tak;120202-10P03;PUBLICZNA SZKOŁA PODSTAWOWA IM. TADEUSZA KOŚCIUSZKI W MOKRZYSKACH;Mokrzyska;ul. Wiślana 47;28;67,60714286;18,2293705;71;71;28;56,28571429;24,95547055;58;48;28;72,28571429;28,73755276;88;89;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Brzeski;Brzesko;Obszar wiejski;1202025;8486;dla młodzieży;Tak;120202-11P0S;PUBLICZNA SZKOŁA PODSTAWOWA NR 1 IM. STANISŁAWA STASZICA W JADOWNIKACH;Jadowniki;ul. Św. Prokopa 4;28;59,75;15,16722265;62;53;28;51,71428571;27,60804378;50;16;28;62,82142857;27,2790521;68;25;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Brzeski;Brzesko;Obszar wiejski;1202025;8035;dla młodzieży;Tak;120202-12P0H;PUBLICZNA SZKOŁA PODSTAWOWA NR 2 IM. ŚW. JANA PAWŁA II I KARDYNAŁA STEFANA WYSZYŃSKIEGO W JADOWNIKACH;Jadowniki;ul. Szkolna 5;18;56,77777778;12,4076838;57;56;18;50,88888889;34,81520882;30;16;19;53,68421053;30,20465742;55;22;;;;;;;;;;;;;;;;;;;;;;;;;
3;Małopolskie;Brzeski;Brzesko;Miasto;1202024;262665;dla młodzieży;Tak;120202-16PN2;PUBLICZNA SZKOŁA PODSTAWOWA NR 1 IM. KRÓLOWEJ JADWIGI W BRZESKU;Brzesko;ul. Bartosza Głowackiego 57;21;71,9047619;12,64498682;73;64;21;54,85714286;27,35704961;48;48;20;66,8;24,87287679;71,5;98;;;;;;;;;;;1;;;;;;;;;;;;;;
3;Małopolskie;Brzeski;Czchów;Obszar wiejski;1202035;26224;dla młodzieży;Tak;120203-01P0O;PUBLICZNA SZKOŁA PODSTAWOWA IM. KS. PROF. JÓZEFA TISCHNERA W DOMOSŁAWICACH;Domosławice;24;30;66,33333333;15,11364358;69;69;30;36,53333333;22,28861194;28;20;30;60,4;28,39436564;70;15;;;;;;;;;;;;;;;;;;;;;;;;;
