ID OKE;województwo - nazwa;powiat - nazwa;Gmina - nazwa;Typ gminy;Kod teryt gminy;RSPO;"rodzaj placówki";czy publiczna;Identyfikator szkoły;Nazwa szkoły;Miejscowość;Ulica nr;liczba zdających;wynik średni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdających;wynik średni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdających;wynik średni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdających;wynik średni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdających;wynik średni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdających;wynik średni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdających;wynik średni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdających;wynik średni (%);odchylenie standardowe (%);mediana (%);modalna (%)
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;10166;dla młodzieży;Tak;226101-12P0K;SZKOŁA PODSTAWOWA NR 45 IM. BOHATERÓW WESTERPLATTE W GDAŃSKU;Gdańsk;ul. Matki Polki 3a;26;68,42307692;15,93538172;70;60;26;61,84615385;28,78526908;54;52;32;85,96875;22,01488754;96;100;;;;;;;;;;;1;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;21025;dla młodzieży;Tak;226101-12P1F;SZKOŁA PODSTAWOWA NR 81 W GDAŃSKU IM. PROF. MICHAŁA SIEDLECKIEGO;Gdańsk;ul. prof. Michała Siedleckiego 14;53;69,05660377;18,12369979;69;62;53;60,30188679;26,12999787;60;36;55;78,52727273;22,41172951;91;95;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;18269;dla młodzieży;Tak;226101-12P5V;ZESPÓŁ SZKÓŁ SPORTOWYCH I MISTRZOSTWA SPORTOWEGO IM. JANUSZA KUSOCIŃSKIEGO SPORTOWA SZKOŁA PODSTAWOWA NR 75 Z ODDZIAŁAMI MISTRZOSTWA SPORTOWEGO IM. JANUSZA KUSOCIŃSKIEGO W GDAŃSKU;Gdańsk;ul. Subisława 22;28;61,03571429;16,85120204;60;53;28;57,14285714;23,73321104;58;44;28;59,64285714;27,69890958;56;47;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;15022;dla młodzieży;Tak;226101-13P09;SZKOŁA PODSTAWOWA NR 52 IM. TADEUSZA KOŚCIUSZKI W GDAŃSKU;Gdańsk;ul. Tadeusza Kościuszki 111;28;64,28571429;15,41070394;63;60;28;47,42857143;25,6729827;44;20;30;76,53333333;25,40437408;86;100;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;15124;dla młodzieży;Tak;226101-13P14;SZKOŁA PODSTAWOWA NR 1 IM. MARIUSZA ZARUSKIEGO W GDAŃSKU;Gdańsk;ul. Poli Gojawiczyńskiej 10;55;65,56363636;16,40483702;69;76;54;66,44444444;27,30802803;74;92;57;84,84210526;20,87455387;95;100;;;;;;;;;;;1;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;15122;dla młodzieży;Tak;226101-14P0Y;ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 7 SZKOŁA PODSTAWOWA NR 55 IM. JANA HEWELIUSZA W GDAŃSKU;Gdańsk;ul. Wolności 6A;24;38,04166667;17,60558426;36;36;24;32;24,44040371;24;16;27;47,62962963;27,48757045;36;29;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;9704;dla młodzieży;Tak;226101-15P0N;SZKOŁA PODSTAWOWA NR 56 IM. ANDRZEJA STRUGA W GDAŃSKU;Gdańsk;ul. Małomiejska 8A;27;44,7037037;21,90858924;47;13;27;32;25,29822128;24;28;36;59,08333333;28,06775037;65,5;15;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;39070;dla młodzieży;Tak;226101-15P2D;SZKOŁA PODSTAWOWA NR 48 IM. GEN. JÓZEFA HALLERA W GDAŃSKU;Gdańsk;ul. Zbigniewa Burzyńskiego 10;32;73,3125;13,27694783;72;78;32;68,5;23,65903633;78;84;36;76,97222222;23,54013843;89;100;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;15431;dla młodzieży;Tak;226101-16P0C;SZKOŁA PODSTAWOWA NR 57 IM. GEN. WŁADYSŁAWA ANDERSA W GDAŃSKU;Gdańsk;ul. Aksamitna 8;18;70;17,73884626;68,5;47;18;41,77777778;29,91015353;36;12;29;58,4137931;29,07720667;64;27;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;17066;dla młodzieży;Tak;226101-16P17;SZKOŁA PODSTAWOWA NR 38 IM. GEN. STANISŁAWA MACZKA W GDAŃSKU;Gdańsk;ul. Leśna Góra 2;16;68;15,74007624;70;60;16;61,75;25,5330668;58;28;19;72,68421053;28,6026363;80;98;;;;;;;;;;;;;;;;4;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;16171;dla młodzieży;Tak;226101-17P01;SZKOŁA PODSTAWOWA NR 58 IM. KAZIMIERZA SOŁTYSIKA W GDAŃSKU;Gdańsk;ul. Skarpowa 3;16;56,6875;17,5596083;52;42;16;45,75;26,41850677;38;20;28;63,07142857;25,83315778;65;82;;;;;;;;;;;1;;;;;1;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;11368;dla młodzieży;Tak;226101-17P1W;SZKOŁA PODSTAWOWA NR 2 Z ODDZIAŁAMI SPORTOWYMI IM. ARMII KRAJOWEJ W GDAŃSKU;Gdańsk;ul. Heleny Marusarzówny 10;69;65,72463768;14,53220717;67;62;69;56,57971014;27,79865798;56;88;74;79,33783784;23,89519743;91;98;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;15831;dla młodzieży;Tak;226101-18P0Q;SZKOŁA PODSTAWOWA NR 59 IM. I DYWIZJI PANCERNEJ GEN. STANISŁAWA MACZKA W GDAŃSKU;Gdańsk;ul. Modra 2;12;51,58333333;22,0849056;53;53;12;33,66666667;24,95106321;22;16;12;50,08333333;22,76129146;57;38;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;16374;dla młodzieży;Tak;226101-18P1L;SZKOŁA PODSTAWOWA NR 88 IM. DANIELA GABRIELA FAHRENHEITA W GDAŃSKU;Gdańsk;ul. Mieczysława Boguckiego 44;14;58,92857143;16,04219564;59;51;14;41,14285714;25,27239359;32;12;16;51,375;31,4600441;37,5;27;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;16564;dla młodzieży;Tak;226101-19P0F;ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 11- SZKOŁA PODSTAWOWA NR 61 IM. JÓZEFA WYBICKIEGO W GDAŃSKU;Gdańsk;ul. Sienna 26;16;52,6875;22,79725518;60;13;16;37,5;23,65903633;32;36;16;50,3125;28,17738178;41;29;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;15126;dla młodzieży;Tak;226101-19P1A;ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 8 W GDAŃSKU - SZKOŁA PODSTAWOWA NR 5 IM. JANA PAWŁA II;Gdańsk;ul. Janusza Meissnera 9;31;69,70967742;13,38317082;71;71;31;56,77419355;25,30677543;52;32;34;76,41176471;24,25006689;88;95;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;10561;dla młodzieży;Tak;226101-20P1O;SZKOŁA PODSTAWOWA NR 35 Z ODDZIAŁAMI SPORTOWYMI IM. JANA PARANDOWSKIEGO W GDAŃSKU;Gdańsk;ul. Stanisława Wąsowicza 30;37;55,89189189;23,01325562;62;62;37;51,02702703;30,05444293;48;20;38;74,42105263;28,04566913;89;98;;;;;;;;;;;2;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;17523;dla młodzieży;Tak;226101-21P0I;ZESPÓŁ SZKOLNO - PRZEDSZKOLNY NR 1 W GDAŃSKU - SZKOŁA PODSTAWOWA NR 76 IM. JAROSŁAWA DĄBROWSKIEGO;Gdańsk;ul. Jagiellońska 14;29;64,4137931;14,2961708;69;71;29;53,37931034;27,43822377;40;32;42;72,5;25,2607827;83;31;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;86458;dla młodzieży;Nie;226101-22P12;III SPOŁECZNA SZKOŁA PODSTAWOWA SPOŁECZNEGO TOWARZYSTWA OŚWIATOWEGO;Gdańsk;ul. Ludwika Waryńskiego 36;19;86,78947368;10,78292484;89;93;19;93,05263158;8,394695595;96;96;19;97,42105263;2,391119303;98;98;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;8320;dla młodzieży;Tak;226101-23P0W;SZKOŁA PODSTAWOWA NR 79 W GDAŃSKU;Gdańsk;ul. Kołobrzeska 49;28;69,42857143;16,14759728;74,5;82;28;64,14285714;27,11841004;70;96;37;78,37837838;23,49163319;91;95;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;9480;dla młodzieży;Tak;226101-24P0L;SZKOŁA PODSTAWOWA NR 44 IM. ADAMA MICKIEWICZA W GDAŃSKU;Gdańsk;ul. Jagiellońska 24;15;79,93333333;9,058820134;80;80;15;72,26666667;26,99003931;84;80;21;83,61904762;20,24016796;91;91;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;17192;dla młodzieży;Tak;226101-27P0O;SZKOŁA PODSTAWOWA NR 4 IM. KRÓLA KAZIMIERZA JAGIELLOŃCZYKA W GDAŃSKU;Gdańsk;ul. Łąkowa 61;11;51,36363636;18,39106862;47;47;11;42,90909091;28,08252302;28;28;12;65,58333333;25,88261428;69,5;;;;;;;;;;;;1;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;19820;dla młodzieży;Tak;226101-28P0D;SZKOŁA PODSTAWOWA NR 65 IM. ALFA LICZMAŃSKIEGO W GDAŃSKU;Gdańsk;ul. Śluza 6;13;46,15384615;29,31748272;62;16;13;33,84615385;28,74248036;20;16;19;62,42105263;32,40746469;69;69;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;9587;dla młodzieży;Tak;226101-29P02;SZKOŁA PODSTAWOWA NR 39 IM. WOJSKA POLSKIEGO W GDAŃSKU;Gdańsk;ul. Obywatelska 1;40;73;13,32478893;74,5;78;40;66,2;28,36829216;72;100;40;79;25,74004662;91;100;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;86125;dla młodzieży;Nie;226101-31P05;II SPOŁECZNA SZKOŁA PODSTAWOWA SPOŁECZNEGO TOWARZYSTWA OŚWIATOWEGO;Gdańsk;ul. Kartuska 245;37;81,89189189;10,32651738;84;71;37;84,86486486;15,02819362;92;92;37;97,21621622;4,56860695;100;100;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;86270;dla młodzieży;Nie;226101-32P0U;KATOLICKA SZKOŁA PODSTAWOWA IM. ŚW. KAZIMIERZA W GDAŃSKU;Gdańsk;ul. Pilotów 1;21;77,66666667;12,91486163;80;82;21;86,66666667;12,66917268;92;100;22;95,18181818;5,271159642;98;98;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;11179;dla młodzieży;Tak;226101-33P0J;SZKOŁA PODSTAWOWA NR 49 IM. KS. BRONISŁAWA KOMOROWSKIEGO W GDAŃSKU;Gdańsk;al. Legionów 11;15;43,06666667;17,11711294;42;38;15;24,8;13,56072761;24;20;18;47,94444444;30,7543533;37;20;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;66313;dla młodzieży;Nie;226101-34P08;"GDAŃSKA SZKOŁA PODSTAWOWA ""LINGWISTA"" IM. ZJEDNOCZONEJ EUROPY";Gdańsk;ul. św. Barbary 1;16;75;12,22190656;74,5;69;16;73,5;24,40799049;84;96;16;91,375;14,97863061;95,5;95;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;8060;dla młodzieży;Tak;226101-35P0X;ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 8 SZKOŁA PODSTAWOWA NR 8 W GDAŃSKU IM. PRZYJACIÓŁ ZIEMI;Gdańsk;ul. Marcina Dragana 2;54;62,48148148;18,36334991;67;67;54;53,25925926;28,44955587;52;24;66;72,16666667;27,06310433;84;98;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;9540;dla młodzieży;Tak;226101-36P0M;SZKOŁA PODSTAWOWA NR 15 IM. DR URSZULI MROCZKIEWICZ W GDAŃSKU;Gdańsk;ul. Mariana Smoluchowskiego 13;14;60,85714286;21,18239546;64;84;14;50,57142857;26,12528684;46;24;16;75,625;27,48607602;89;98;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;11134;dla młodzieży;Tak;226101-37P0B;SZKOŁA PODSTAWOWA NR 46 W GDAŃSKU;Gdańsk;ul. Arkońska 17;17;64,17647059;16,91930778;67;49;17;54,58823529;27,54047038;52;80;20;77,5;24,57946297;92;98;;;;;;;;;;;1;;;;;3;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;14699;dla młodzieży;Tak;226101-38P00;SZKOŁA PODSTAWOWA NR 50 IM. E.PLATER W GDAŃSKU;Gdańsk;ul. Grobla IV 8;43;67,79069767;22,002704;76;76;43;59,25581395;27,99675481;60;80;45;77,22222222;26,10141664;91;98;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;8641;dla młodzieży;Tak;226101-40P03;ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 10 - SZKOŁA PODSTAWOWA NR 80 IM. BUDOWNICZYCH PORTU PÓŁNOCNEGO W GDAŃSKU;Gdańsk;ul. Opolska 9;41;67,68292683;21,75522256;73;82;41;64,68292683;28,10298051;72;92;41;80,04878049;26,31511781;93;98;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;10347;dla młodzieży;Tak;226101-41P0S;SZKOŁA PODSTAWOWA NR 47 IM. KASZUBSKIEJ BRYGADY WOP W GDAŃSKU;Gdańsk;ul. Reformacka 18;39;74,51282051;15,40374879;73;62;39;74,25641026;26,32802733;88;92;39;84,79487179;18,26188336;95;96;;;;;;;;;;;1;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;9081;dla młodzieży;Tak;226101-42P0H;SZKOŁA PODSTAWOWA NR 40 IM. KPT. LEONIDA TELIGI W GDAŃSKU;Gdańsk;ul. Stroma 19;14;57,78571429;16,82336204;55,5;49;14;38,28571429;27,9474726;26;24;16;75,9375;26,09470432;86,5;98;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;19432;dla młodzieży;Tak;226101-43P06;SZKOŁA PODSTAWOWA NR 83 IM. ŻOŁNIERZY Z WESTERPLATTE W GDAŃSKU;Gdańsk;ul. Stokłosy 1;15;58;16,74912933;60;51;15;47,46666667;27,20261425;52;24;16;59,0625;26,85020659;58,5;89;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;43412;dla młodzieży;Nie;226101-44P0V;"PODSTAWOWA SZKOŁA SPOŁECZNA ""NIEDŹWIEDNIK""";Gdańsk;ul. Juliusza Słowackiego 83;15;73,4;9,083318043;76;78;15;90,93333333;7,514134829;88;88;15;94,8;8,611620057;98;98;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;17430;dla młodzieży;Tak;226101-44P1Q;ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 10 IM. EUGENIUSZA KWIATKOWSKIEGO W GDAŃSKU - SZKOŁA PODSTAWOWA NR 18;Gdańsk;ul. Ignacego Krasickiego 10;27;68,11111111;15,92652884;73;78;28;58,28571429;23,96255582;62;48;28;76,32142857;25,85267819;87;87;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;20599;dla młodzieży;Tak;226101-45P0K;SZKOŁA PODSTAWOWA NR 84 IM. JANA BRZECHWY W GDAŃSKU;Gdańsk;ul. Otomińska 72;35;75,37142857;11,05334006;78;78;35;73,02857143;24,21509059;80;96;35;83,25714286;20,99706491;93;91;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;20267;dla młodzieży;Tak;226101-47P0Y;SZKOŁA PODSTAWOWA NR 85 IM. ZRZESZENIA KASZUBSKO-POMORSKIEGO W GDAŃSKU;Gdańsk;ul. Stolema 59;73;67,16438356;18,86506788;71;71;73;71,56164384;22,53580792;76;68;76;80,73684211;24,12978527;93;98;;;;;;;;;;;;;;;;3;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;15253;dla młodzieży;Tak;226101-49P0C;SZKOŁA PODSTAWOWA NR 60 W GDAŃSKU;Gdańsk;ul. Chłopska 64;4;;;;;4;;;;;12;60,5;28,85452015;63,5;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;17531;dla młodzieży;Tak;226101-49P17;SZKOŁA PODSTAWOWA NR 86 IM. PROF. JERZEGO SAMPA W GDAŃSKU;Gdańsk;ul. Wielkopolska 20;74;69,36486486;15,16358932;71;84;74;63,83783784;25,42132911;64;96;77;81,66233766;23,2583516;93;98;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;86148;dla młodzieży;Nie;226101-50P0Q;I SPOŁECZNA SZKOŁA PODSTAWOWA SPOŁECZNEGO TOWARZYSTWA OŚWIATOWEGO;Gdańsk;ul. Polanki 11;17;75,29411765;15,72844821;73;67;17;81,64705882;18,30763639;88;100;16;95,8125;4,50303717;97;100;;;;;;;;;;;1;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;29329;dla młodzieży;Tak;226101-51P0F;ZESPÓŁ KSZTAŁCENIA PODSTAWOWEGO I PRZEDSZKOLNEGO NR 1 W GDAŃSKU - SZKOŁA PODSTAWOWA NR 87;Gdańsk;ul. Tęczowa 6;10;61,4;13,13164118;61;53;10;32;20,07984064;26;16;10;53,9;29,97482277;40;24;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;39056;dla młodzieży;Tak;226101-51P1A;ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 9 - SZKOŁA PODSTAWOWA NR 7 IM.MJRA MIECZYSŁAWA SŁABEGO;Gdańsk;ul. mjr. Mieczysława Słabego 6;16;59;22,43880567;70;76;16;56,5;31,23699729;58;20;17;67;29,02737045;78;27;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;17410;dla młodzieży;Tak;226101-52P04;SZKOŁA PODSTAWOWA NR 69 IM GENERAŁA STANISŁAWA SOSABOWSKIEGO W GDAŃSKU;Gdańsk;ul. Zielony Trójkąt 1;13;66,07692308;18,09573489;73;73;13;46,46153846;22,54777964;52;52;16;77,9375;27,87801273;91;98;;;;;;;;;;;;;;;;1;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;79859;dla młodzieży;Nie;226101-53P0T;"NIEPUBLICZNA SZKOŁA PODSTAWOWA ""NASZA SZKOŁA""";Gdańsk;ul. Konstantego Ciołkowskiego 10;12;72;20,28957039;77;78;12;81;28,00595175;94;96;13;96,69230769;3,098004702;96;96;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;9082;dla młodzieży;Tak;226101-54P0I;ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 2 -SZKOŁA PODSTAWOWA NR 42 IM. IGNACEGO JANA PADEREWSKIEGO W GDAŃSKU;Gdańsk;ul. Piotra Czajkowskiego 1;54;71,05555556;16,3813542;72;84;54;70,81481481;27,86878918;82;92;57;77,77192982;24,84973617;91;98;;;;;;;;;;;1;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;16227;dla młodzieży;Tak;226101-58P15;SZKOŁA PODSTAWOWA NR 19 IM. ZASŁUŻONYCH LUDZI MORZA W GDAŃSKU;Gdańsk;ul. Emilii Hoene 6;65;73,33846154;15,69936493;78;82;65;66,95384615;25,04668304;68;96;71;78,45070423;23,45375356;87;98;;;;;;;;;;;1;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;17348;dla młodzieży;Tak;226101-59P1U;ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 5 SZKOŁA PODSTAWOWA NR 92 IM. KARD. STEFANA WYSZYŃSKIEGO PRYMASA TYSIĄCLECIA W GDAŃSKU;Gdańsk;ul. Startowa 9;31;72,74193548;15,81948113;73;62;31;62,4516129;28,58697956;64;100;36;85,52777778;18,114583;93;96;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;16641;dla młodzieży;Tak;226101-61P1X;SZKOŁA PODSTAWOWA NR 62 W GDAŃSKU;Gdańsk;ul. Kępna 38;14;49;28,62566281;60;16;14;34,57142857;23,74180847;26;12;14;50,07142857;30,69775303;39;22;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;86264;dla młodzieży;Nie;226101-66P1E;SZKOŁA PODSTAWOWA IM. ŚW. JANA DE LA SALLE;Gdańsk;ul. Juliusza Słowackiego 101;33;73,3030303;11,1395687;76;78;33;83,03030303;17,25474875;88;88;33;96,33333333;3,452418271;98;98;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;41069;dla młodzieży;Nie;226101-71P1K;PODSTAWOWA SZKOŁA GEDANENSIS;Gdańsk;ul. Dworska 34;7;53;17,72004515;53;69;7;57,14285714;28,01748725;68;68;7;91,42857143;15,87322222;98;100;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;39066;dla młodzieży;Tak;226101-72P24;SZKOŁA PODSTAWOWA SPECJALNA NR 28;Gdańsk;ul. Tęczowa 26;13;31,30769231;22,51626631;18;56;13;27,07692308;19,54270093;20;16;13;44,23076923;31,78812997;31;20;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;85999;dla młodzieży;Nie;226101-74P0S;GDAŃSKIE SZKOŁY AUTONOMICZNE GDAŃSKA AUTONOMICZNA SZKOŁA PODSTAWOWA;Gdańsk;ul. Osiek 11;33;80,54545455;11,83751333;84;84;33;90,18181818;11,05757534;92;100;32;97,5625;4,879405061;98;100;;;;;;;;;;;1;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;10388;dla młodzieży;Tak;226101-76P11;SZKOŁA PODSTAWOWA NR 77 W GDAŃSKU;Gdańsk;ul. Orłowska 13;18;71,05555556;13,02762971;73;62;18;70,88888889;19,99135616;70;52;21;75,9047619;24,39145979;87;20;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;80448;dla młodzieży;Nie;226101-77P0V;NOWY ŚWIAT NIEPUBLICZNA SZKOŁA PODSTAWOWA;Gdańsk;ul. Nowy Świat 7 A;19;82;12,6865034;84;84;19;85,26315789;14,8566558;88;100;19;96,52631579;4,499923053;98;100;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;125174;dla młodzieży;Nie;226101-79P09;"SZKOŁA PODSTAWOWA TOWARZYSTWA EDUKACYJNEGO ""VIZJA""";Gdańsk;ul. Piekarnicza 16 B;10;83;7,280109889;80;78;10;82;24,67387282;88;84;10;86,8;23,97832354;95;93;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;81749;dla młodzieży;Nie;226101-87P1D;GDAŃSKA SZKOŁA PODSTAWOWA;Gdańsk;ul. Małomiejska 58;8;45,75;20,0421431;38;36;8;51,5;28,17356917;52;60;8;74,375;27,60406447;83;100;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;86063;dla młodzieży;Nie;226101-88P07;ELEMENTARY INTERNATIONAL SCHOOL OF GDANSK/MIĘDZYNARODOWA SZKOŁA PODSTAWOWA W GDAŃSKU;Gdańsk;ul. Biała 1;;;;;;;;;;;5;86,2;12,15565712;85;85;;;;;;;;;;;;;;;;1;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;120645;dla młodzieży;Nie;226101-89P0W;CHRZEŚCIJAŃSKA SZKOŁA MONTESSORI;Gdańsk;ul. Jagiellońska 5 A;46;64,82608696;21,47223116;71;67;46;61,91304348;25,14291852;64;60;46;87,76086957;16,12746076;93;98;;;;;;;;;;;1;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;126944;dla młodzieży;Nie;226101-90P20;SZKOŁA PODSTAWOWA AKADEMII DOBREJ EDUKACJI IM. MACIEJA PŁAŻYŃSKIEGO;Gdańsk;Aleja Grunwaldzka 186;7;83;4,276179871;82;78;7;79,42857143;13,42553157;72;72;7;96,28571429;2,962348765;98;98;;;;;;;;;;;;;;;;;;;;;;;;;
1;Pomorskie;Gdańsk;Gdańsk;Gmina miejska;2261011;124084;dla młodzieży;Tak;226101-94P02;POZYTYWNA SZKOŁA PODSTAWOWA W GDAŃSKU;Gdańsk;ul. Azaliowa 18;121;71,33884298;16,30066354;73;84;121;68,79338843;25,86996004;76;92;127;84,92913386;20,59285906;95;96;;;;;;;;;;;;;;;;;;;;;;;;;
