ID OKE;Województwo - nazwa;Powiat - nazwa;Gmina - nazwa;Typ gminy;Kod teryt gminy;RSPO szkoły;Identyfikator szkoły;Nazwa szkoły;Miejscowość;Ulica nr;"typ placówki";"rodzaj placówki";czy publiczna;* Otrzymali świadectwo dojrzałości - liczba;* Liczba zdających, którzy przystąpili do wszystkich egzaminów wymaganych;* zdawalność (%);* liczba zdających;* liczba laureatów/finalistów;* zdawalność (%);średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* zdawalność (%);średni wynik (%);* liczba zdających;* liczba laureatów/finalistów;* zdawalność (%);średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* zdawalność (%);średni wynik (%);* liczba zdających;* liczba laureatów/finalistów;* zdawalność (%);średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* zdawalność (%);średni wynik (%);* liczba zdających;* liczba laureatów/finalistów;* zdawalność (%);średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* zdawalność (%);średni wynik (%);* liczba zdających;* liczba laureatów/finalistów;* zdawalność (%);średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* zdawalność (%);średni wynik (%);* liczba zdających;* liczba laureatów/finalistów;* zdawalność (%);średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* zdawalność (%);średni wynik (%);* liczba zdających;* liczba laureatów/finalistów;* zdawalność (%);średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* zdawalność (%);średni wynik (%);* liczba zdających;* liczba laureatów/finalistów;* zdawalność (%);średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;średni wynik (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;średni wynik (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;średni wynik (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;średni wynik (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%);* liczba zdających;* liczba laureatów/finalistów;średni wynik (%);odchylenie standardowe (%);mediana (%);modalna (%)
6;Zachodniopomorskie;kołobrzeski;Kołobrzeg;gmina miejska;3208011;60470;320801-2310E;"LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH ""ŻAK"" W KOŁOBRZEGU";Kołobrzeg;ul. Armii Krajowej 20C;liceum;dla dorosłych;Nie;1;2;;2;;;;;;;2;;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;
6;Zachodniopomorskie;Koszalin;Koszalin;gmina miejska;3261011;88343;326101-0234S;TECHNIKUM HANDLOWE;Koszalin;ul. Władysława Andersa 30;technikum;dla młodzieży;Tak;2;4;;4;;;;;;;4;;;4;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Zachodniopomorskie;Koszalin;Koszalin;gmina miejska;3261011;91561;326101-1111J;V LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWA LEMA W KOSZALINIE;Koszalin;ul. Jedności 9;liceum;dla młodzieży;Tak;1;1;;1;;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Zachodniopomorskie;Koszalin;Koszalin;gmina miejska;3261011;88251;326101-1311X;VI LICEUM OGÓLNOKSZTAŁCĄCE W KOSZALINIE;Koszalin;ul. Stanisława Dąbka 1;liceum;dla młodzieży;Tak;1;1;;1;;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
6;Zachodniopomorskie;Koszalin;Koszalin;gmina miejska;3261011;91563;326101-17326;TECHNIKUM BUDOWLANE;Koszalin;ul. Orląt Lwowskich 18;technikum;dla młodzieży;Tak;1;1;;1;;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
6;Zachodniopomorskie;Koszalin;Koszalin;gmina miejska;3261011;88827;326101-2132N;TECHNIKUM ELEKTRONICZNE;Koszalin;ul. Jedności 9;technikum;dla młodzieży;Tak;2;4;;4;;;;;;;4;;;4;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;1;;;;;;;;;;;;;;;;;
6;Zachodniopomorskie;Koszalin;Koszalin;gmina miejska;3261011;88826;326101-2133I;TECHNIKUM ELEKTRYCZNE;Koszalin;ul. Jedności 9;technikum;dla młodzieży;Tak;0;1;;1;;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Zachodniopomorskie;Koszalin;Koszalin;gmina miejska;3261011;74030;326101-4310Z;PRYWATNE LICEUM OGÓLNOKSZTAŁCĄCE W KOSZALINIE;Koszalin;ul. Tytusa Chałubińskiego 15;liceum;dla młodzieży;Nie;0;1;;2;;;;;;;1;;;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Zachodniopomorskie;Koszalin;Koszalin;gmina miejska;3261011;74022;326101-93106;"LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH ""ŻAK""";Koszalin;ul. Zwycięstwa 28;liceum;dla dorosłych;Nie;0;1;;1;;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Zachodniopomorskie;Koszalin;Koszalin;gmina miejska;3261011;125823;326101-A2104;"ZAOCZNE LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH ""COSINUS PLUS"" W KOSZALINIE";Koszalin;ul. Młyńska 31;liceum;dla dorosłych;Nie;3;3;;3;;;;;;;3;;;3;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Zachodniopomorskie;koszaliński;Bobolice;miasto;3209034;30838;320903-04108;"LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH ""NAUTA""";Bobolice;ul. Szkolna 1;liceum;dla dorosłych;Nie;1;1;;1;;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Zachodniopomorskie;koszaliński;Manowo;gmina wiejska;3209042;276186;320904-087N6;BRANŻOWA SZKOŁA II STOPNIA W BONINIE;Bonin;1-2;branzowa;nie dotyczy;Tak;1;2;;2;;;;;;;2;;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Zachodniopomorskie;łobeski;Łobez;miasto;3218024;23863;321802-0135H;TECHNIKUM ZAWODOWE;Łobez;ul. Niepodległości 54;technikum;dla młodzieży;Tak;0;1;;1;;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
6;Zachodniopomorskie;policki;Police;miasto;3211044;42439;321104-01345;TECHNIKUM;Police;ul. Siedlecka 6;technikum;dla młodzieży;Tak;1;2;;2;;;;;;;2;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Zachodniopomorskie;pyrzycki;Pyrzyce;miasto;3212054;110181;321205-0236G;TECHNIKUM ZAWODOWE W ZESPOLE SZKÓŁ NR 2 CKU IM. TADEUSZA KOŚCIUSZKI PRZY UL. MŁODYCH TECHNIKÓW 5 W PYRZYCACH;Pyrzyce;ul. Młodych Techników 5;technikum;dla młodzieży;Tak;1;3;;3;;;;;;;3;;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Zachodniopomorskie;pyrzycki;Pyrzyce;miasto;3212054;110206;321205-03118;LICEUM OGÓLNOKSZTAŁĄCE W ZESPOLE SZKÓŁ NR 1 IM. NOBLISTÓW POLSKICH PRZY UL. LIPIAŃSKIEJ 2 W PYRZYCACH;Pyrzyce;ul. Lipiańska 2;liceum;dla młodzieży;Tak;0;1;;1;;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Zachodniopomorskie;pyrzycki;Pyrzyce;miasto;3212054;121779;321205-0313Y;LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH;Pyrzyce;ul. Lipiańska 2;liceum;dla dorosłych;Tak;0;1;;1;;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Zachodniopomorskie;sławieński;Darłowo;gmina miejska;3213011;91162;321301-0133F;TECHNIKUM MORSKIE;Darłowo;ul. Szpitalna 1;technikum;dla młodzieży;Tak;0;1;;1;;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Zachodniopomorskie;sławieński;Darłowo;gmina miejska;3213011;59743;321301-1110V;"LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH ""ETNA""";Darłowo;ul. Szpitalna 1;liceum;dla dorosłych;Nie;1;2;;2;;;;;;;2;;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Zachodniopomorskie;sławieński;Sławno;gmina miejska;3213021;83975;321302-0514Z;I LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W SŁAWNIE;Sławno;ul. Augusta Cieszkowskiego 4;liceum;dla dorosłych;Tak;0;2;;2;;;;;;;2;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Zachodniopomorskie;sławieński;Sławno;gmina miejska;3213021;84494;321302-0638Q;TECHNIKUM;Sławno;ul. Stefanii Sempołowskiej 2;technikum;dla młodzieży;Tak;0;2;;2;;;;;;;2;;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Zachodniopomorskie;stargardzki;Stargard;gmina miejska;3214011;10100;321401-0134N;TECHNIKUM ZAWODOWE NR 3;Stargard;ul. Ceglana 11;technikum;dla młodzieży;Tak;1;1;;1;;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Zachodniopomorskie;stargardzki;Stargard;gmina miejska;3214011;10106;321401-03341;TECHNIKUM ZAWODOWE NR 5;Stargard;ul. Jana Śniadeckiego 4-6;technikum;dla młodzieży;Tak;0;2;;2;;;;;;;2;;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Zachodniopomorskie;stargardzki;Stargard;gmina miejska;3214011;9305;321401-0433V;TECHNIKUM ZAWODOWE NR 2 IM. MIKOŁAJA KOPERNIKA;Stargard;os. Osiedle Zachód B15;technikum;dla młodzieży;Tak;5;7;71,42857143;7;;100;66,85714286;5,026460596;70;70;7;100;56,42857143;7;;100;80;17,27095001;88;;7;100;56,42857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;71,42857143;35,28571429;7,401047913;39;39;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;6;;45,33333333;18,74981481;41;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Zachodniopomorskie;stargardzki;Stargard;gmina miejska;3214011;5492;321401-0510D;II LICEUM OGÓLNOKSZTAŁCĄCE IM. CYPRIANA KAMILA NORWIDA;Stargard;ul. Mieszka I 4;liceum;dla młodzieży;Tak;0;1;;1;;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Zachodniopomorskie;stargardzki;Stargard;gmina miejska;3214011;9309;321401-0816M;POWIATOWE CENTRUM KSZTAŁCENIA USTAWICZNEGO- LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH;Stargard;park Park 3 Maja 2;liceum;dla dorosłych;Tak;1;1;;1;;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Zachodniopomorskie;stargardzki;Stargard;gmina miejska;3214011;9303;321401-0833N;TECHNIKUM ZAWODOWE NR 1;Stargard;park Park 3 Maja 2;technikum;dla młodzieży;Tak;1;5;20;5;;100;73;3,794733192;71;70;5;100;66;5;;100;73,6;23,33752343;78;98;5;100;59,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;20;23;8,966604709;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;
6;Zachodniopomorskie;stargardzki;Stargard;gmina miejska;3214011;48627;321401-11108;"NIEPUBLICZNE LICEUM OGÓLNOKSZTAŁCĄCE W STARGARDZIE ""NAD INĄ""";Stargard;ul. Marszałka Józefa Piłsudskiego 99;liceum;dla młodzieży;Nie;0;1;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Zachodniopomorskie;stargardzki;Stargard;gmina miejska;3214011;5930;321401-23109;NIEPUBLICZNE LICEUM OGÓLNOKSZTAŁCĄCE;Stargard;ul. Szczecińska 6;liceum;dla młodzieży;Nie;2;4;;4;;;;;;;4;;;4;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Zachodniopomorskie;Szczecin;Szczecin;gmina miejska;3262011;10922;326201-0134G;TECHNIKUM EKONOMICZNE IM. ROTMISTRZA WITOLDA PILECKIEGO;Szczecin;ul. Józefa Sowińskiego 1;technikum;dla młodzieży;Tak;4;7;57,14285714;7;;100;63,28571429;8,361720358;63;63;7;100;40,71428571;6;;83,33333333;52;21,41650454;47;;6;83,33333333;36,16666667;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;7;;57,14285714;39,14285714;22,35702875;37;24;1;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;1;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
6;Zachodniopomorskie;Szczecin;Szczecin;gmina miejska;3262011;12985;326201-0236V;TECHNIKUM GASTRONOMICZNO-HOTELARSKIE;Szczecin;ul. Józefa Sowińskiego 3;technikum;dla młodzieży;Tak;5;9;55,55555556;10;;100;56,5;14,51378655;51,5;44;9;100;65,22222222;9;;100;60,66666667;25,59513843;68;34;9;88,88888889;57,44444444;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;55,55555556;30;15,16575089;27;15;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Zachodniopomorskie;Szczecin;Szczecin;gmina miejska;3262011;14926;326201-0733R;TECHNIKUM W SZCZECINIE;Szczecin;ul. Batalionów Chłopskich 115;technikum;dla młodzieży;Tak;0;1;;1;;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Zachodniopomorskie;Szczecin;Szczecin;gmina miejska;3262011;112000;326201-1633P;ZACHODNIOPOMORSKIE CENTRUM EDUKACJI MORSKIEJ I POLITECHNICZNEJ TECHNIKUM MORSKIE I POLITECHNICZNE W SZCZECINIE, UL. HOŻA 6;Szczecin;ul. Hoża 6;technikum;dla młodzieży;Tak;1;2;;2;;;;;;;2;;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
